Scale,county,species,mean_birds,Rank,%,check
Special request,Tower Hamlets,Long tailed tit,0.187,19,9.89,0
Special request,Tower Hamlets,Jay,0.159,20,8.7,0
Special request,Tower Hamlets,Ring necked parakeet,0.159,20,7.25,0
Special request,Tower Hamlets,Coal Tit,0.154,22,9.89,0
Special request,Tower Hamlets,Black headed gull,0.147,23,4.35,0
Special request,Tower Hamlets,Collared Dove,0.143,24,8.79,0
Special request,Tower Hamlets,Jackdaw,0.087,25,1.45,0
Special request,Tower Hamlets,Moorhen,0.087,25,4.35,0
Special request,Tower Hamlets,Great spotted woodpecker,0.072,27,7.25,0
Special request,Tower Hamlets,Song Thrush,0.072,27,2.9,0
Special request,Tower Hamlets,Rook,0.043,29,1.45,0
Special request,Tower Hamlets,Blackcap,0.014,30,1.45,0
Special request,Tower Hamlets,Bullfinch,0.014,30,1.45,0
Special request,Tower Hamlets,Chiffchaff,0.014,30,1.45,0
Special request,Tower Hamlets,Green woodpecker,0.014,30,1.45,0
Special request,Tower Hamlets,Grey heron,0.014,30,1.45,0
Special request,Tower Hamlets,Grey wagtail,0.014,30,1.45,0
Special request,Tower Hamlets,Mistle thrush,0.014,30,1.45,0
Special request,Tower Hamlets,Pied wagtail,0.014,30,1.45,0
Special request,Tower Hamlets,Sparrowhawk,0.014,30,1.45,0
Special request,Tower Hamlets,Barn owl,0,39,0,
Special request,Tower Hamlets,Black redstart,0,39,0,
Special request,Tower Hamlets,Brambling,0,39,0,
Special request,Tower Hamlets,Buzzard,0,39,0,
Special request,Tower Hamlets,Corn bunting,0,39,0,
Special request,Tower Hamlets,Fieldfare,0,39,0,
Special request,Tower Hamlets,Goldcrest,0,39,0,
Special request,Tower Hamlets,Great black backed gull,0,39,0,
Special request,Tower Hamlets,Grey partridge,0,39,0,
Special request,Tower Hamlets,Hooded crow,0,39,0,
Special request,Tower Hamlets,Kestrel,0,39,0,
Special request,Tower Hamlets,Lapwing,0,39,0,
Special request,Tower Hamlets,Lesser black backed gull,0,39,0,
Special request,Tower Hamlets,Lesser spotted woodpecker,0,39,0,
Special request,Tower Hamlets,Linnet,0,39,0,
Special request,Tower Hamlets,Little owl,0,39,0,
Special request,Tower Hamlets,Marsh tit,0,39,0,
Special request,Tower Hamlets,Meadow pipit,0,39,0,
Special request,Tower Hamlets,Nuthatch,0,39,0,
Special request,Tower Hamlets,Pheasant,0,39,0,
Special request,Tower Hamlets,Raven,0,39,0,
Special request,Tower Hamlets,Red Kite,0,39,0,
Special request,Tower Hamlets,Red legged partridge,0,39,0,
Special request,Tower Hamlets,Redpoll,0,39,0,
Special request,Tower Hamlets,Redwing,0,39,0,
Special request,Tower Hamlets,Reed bunting,0,39,0,
Special request,Tower Hamlets,Siskin,0,39,0,
Special request,Tower Hamlets,Skylark,0,39,0,
Special request,Tower Hamlets,Stock dove,0,39,0,
Special request,Tower Hamlets,Tawny owl,0,39,0,
Special request,Tower Hamlets,Tree sparrow,0,39,0,
Special request,Tower Hamlets,Treecreeper,0,39,0,
Special request,Tower Hamlets,Waxwing,0,39,0,
Special request,Tower Hamlets,Willow tit,0,39,1.45,
Special request,Tower Hamlets,Yellowhammer,0,39,0,
Special request,Waltham Forest,House Sparrow,3.61,1,54.38,0
Special request,Waltham Forest,Starling,2.968,2,50.93,0
Special request,Waltham Forest,Blue Tit,2.286,3,78.51,0
Special request,Waltham Forest,Feral pigeon,2.092,4,38.7,0
Special request,Waltham Forest,Woodpigeon,1.737,5,70.03,0
Special request,Waltham Forest,Blackbird,1.252,6,65.52,0
Special request,Waltham Forest,Great Tit,1.191,7,49.34,0
Special request,Waltham Forest,Magpie,1.17,8,54.91,0
Special request,Waltham Forest,Robin,0.995,9,68.97,0
Special request,Waltham Forest,Collared Dove,0.851,10,39.79,0
Special request,Waltham Forest,Goldfinch,0.695,11,16.18,0
Special request,Waltham Forest,Carrion crow,0.682,12,27.2,0
Special request,Waltham Forest,Chaffinch,0.44,13,18.04,0
Special request,Waltham Forest,Common gull,0.41,14,4.6,0
Special request,Waltham Forest,Greenfinch,0.393,15,10.61,0
Special request,Waltham Forest,Long tailed tit,0.371,16,14.85,0
Special request,Waltham Forest,Coal Tit,0.297,17,13.26,0
Special request,Waltham Forest,Dunnock,0.26,18,17.24,0
Special request,Waltham Forest,Jackdaw,0.222,19,6.51,0
Special request,Waltham Forest,Wren,0.199,20,15.71,0
Special request,Waltham Forest,Jay,0.192,21,11.88,0
Special request,Waltham Forest,Ring necked parakeet,0.177,22,6.9,0
Special request,Waltham Forest,Great spotted woodpecker,0.119,23,10.73,0
Special request,Waltham Forest,Herring gull,0.08,24,1.92,0
Special request,Waltham Forest,Redpoll,0.069,25,1.92,0
Special request,Waltham Forest,Tree sparrow,0.057,26,1.15,0
Special request,Waltham Forest,Black headed gull,0.054,27,1.15,0
Special request,Waltham Forest,Song Thrush,0.05,28,3.83,0
Special request,Waltham Forest,Red Kite,0.042,29,2.3,0
Special request,Waltham Forest,Siskin,0.042,29,0.77,0
Special request,Waltham Forest,Goldcrest,0.031,31,2.3,0
Special request,Waltham Forest,Blackcap,0.027,32,2.3,0
Special request,Waltham Forest,Fieldfare,0.027,32,1.15,0
Special request,Waltham Forest,Rook,0.023,34,1.15,0
Special request,Waltham Forest,Green woodpecker,0.019,35,1.92,0
Special request,Waltham Forest,Sparrowhawk,0.019,35,1.92,0
Special request,Waltham Forest,Grey heron,0.015,37,1.53,0
Special request,Waltham Forest,Redwing,0.012,38,1.15,0
Special request,Waltham Forest,Grey wagtail,0.011,39,0.77,0
Special request,Waltham Forest,Nuthatch,0.011,39,0.77,0
Special request,Waltham Forest,Reed bunting,0.008,41,0.38,0
Special request,Waltham Forest,Stock dove,0.008,41,0.38,0
Special request,Waltham Forest,Chiffchaff,0.004,43,0.38,0
Special request,Waltham Forest,Kestrel,0.004,43,0.38,0
Special request,Waltham Forest,Lesser spotted woodpecker,0.004,43,0.38,0
Special request,Waltham Forest,Marsh tit,0.004,43,0.38,0
Special request,Waltham Forest,Pied wagtail,0.004,43,0.38,0
Special request,Waltham Forest,Raven,0.004,43,0.38,0
Special request,Waltham Forest,Barn owl,0,49,0,
Special request,Waltham Forest,Black redstart,0,49,0,
Special request,Waltham Forest,Brambling,0,49,0,
Special request,Waltham Forest,Bullfinch,0,49,0,
Special request,Waltham Forest,Buzzard,0,49,0,
Special request,Waltham Forest,Corn bunting,0,49,0,
Special request,Waltham Forest,Great black backed gull,0,49,0.38,
Special request,Waltham Forest,Grey partridge,0,49,0,
Special request,Waltham Forest,Hooded crow,0,49,0,
Special request,Waltham Forest,Lapwing,0,49,0,
Special request,Waltham Forest,Lesser black backed gull,0,49,0,
Special request,Waltham Forest,Linnet,0,49,0,
Special request,Waltham Forest,Little owl,0,49,0,
Special request,Waltham Forest,Mallard,0,49,0,
Special request,Waltham Forest,Meadow pipit,0,49,0,
Special request,Waltham Forest,Mistle thrush,0,49,0,
Special request,Waltham Forest,Moorhen,0,49,0,
Special request,Waltham Forest,Pheasant,0,49,0,
Special request,Waltham Forest,Red legged partridge,0,49,0,
Special request,Waltham Forest,Skylark,0,49,0,
Special request,Waltham Forest,Tawny owl,0,49,0,
Special request,Waltham Forest,Treecreeper,0,49,0,
Special request,Waltham Forest,Waxwing,0,49,0,
Special request,Waltham Forest,Willow tit,0,49,0,
Special request,Waltham Forest,Yellowhammer,0,49,0,
Special request,Wandsworth,House Sparrow,2.172,1,38.38,0
Special request,Wandsworth,Blue Tit,2.111,2,76.52,0
Special request,Wandsworth,Feral pigeon,2.047,3,48,0
Special request,Wandsworth,Starling,1.864,4,36.87,0
Special request,Wandsworth,Woodpigeon,1.725,5,66.92,0
Special request,Wandsworth,Blackbird,1.635,6,77.53,0
Special request,Wandsworth,Great Tit,1.515,7,63.89,0
Special request,Wandsworth,Robin,1.275,8,81.06,0
Special request,Wandsworth,Goldfinch,1.197,9,28.28,0
Special request,Wandsworth,Magpie,0.746,10,38.64,0
Special request,Wandsworth,Ring necked parakeet,0.615,11,22.67,0
Special request,Wandsworth,Carrion crow,0.58,12,24.33,0
Special request,Wandsworth,Dunnock,0.475,13,29.55,0
Special request,Wandsworth,Greenfinch,0.42,14,15.15,0
Special request,Wandsworth,Coal Tit,0.336,15,18.18,0
Special request,Wandsworth,Long tailed tit,0.336,15,14.65,0
Special request,Wandsworth,Wren,0.283,17,23.67,0
Special request,Wandsworth,Chaffinch,0.283,18,15.15,0
Special request,Wandsworth,Common gull,0.279,19,8,0
Special request,Wandsworth,Collared Dove,0.263,20,12.88,0
Special request,Wandsworth,Jackdaw,0.193,21,4.67,0
Special request,Wandsworth,Mallard,0.18,22,2.33,0
Special request,Wandsworth,Jay,0.13,23,9.33,0
Special request,Wandsworth,Great spotted woodpecker,0.113,24,10.33,0
Special request,Wandsworth,Song Thrush,0.1,25,5,0
Special request,Wandsworth,Redwing,0.077,26,2.67,0
Special request,Wandsworth,Black headed gull,0.054,27,2,0
Special request,Wandsworth,Red Kite,0.043,28,1.67,0
Special request,Wandsworth,Moorhen,0.027,29,1.33,0
Special request,Wandsworth,Herring gull,0.027,30,1.33,0
Special request,Wandsworth,Nuthatch,0.023,31,1.33,0
Special request,Wandsworth,Green woodpecker,0.02,32,2.33,1
Special request,Wandsworth,Grey heron,0.017,33,2,1
Special request,Wandsworth,Pheasant,0.017,34,0.67,0
Special request,Wandsworth,Tree sparrow,0.017,34,1,0
Special request,Wandsworth,Redpoll,0.013,36,0.33,0
Special request,Wandsworth,Rook,0.013,36,0.67,0
Special request,Wandsworth,Goldcrest,0.01,38,0.67,0
Special request,Wandsworth,Stock dove,0.01,38,0.67,0
Special request,Wandsworth,Mistle thrush,0.007,40,0.67,0
Special request,Wandsworth,Grey wagtail,0.007,41,0.33,0
Special request,Wandsworth,Lesser spotted woodpecker,0.007,41,0.67,0
Special request,Wandsworth,Sparrowhawk,0.007,41,0.67,0
Special request,Wandsworth,Blackcap,0.003,44,0.33,0
Special request,Wandsworth,Chiffchaff,0.003,44,0.33,0
Special request,Wandsworth,Great black backed gull,0.003,44,0.33,0
Special request,Wandsworth,Pied wagtail,0.003,44,0.33,0
Special request,Wandsworth,Reed bunting,0.003,44,0.33,0
Special request,Wandsworth,Barn owl,0,49,0,
Special request,Wandsworth,Black redstart,0,49,0,
Special request,Wandsworth,Brambling,0,49,0,
Special request,Wandsworth,Bullfinch,0,49,0,
Special request,Wandsworth,Buzzard,0,49,0,
Special request,Wandsworth,Corn bunting,0,49,0,
Special request,Wandsworth,Fieldfare,0,49,0,
Special request,Wandsworth,Grey partridge,0,49,0,
Special request,Wandsworth,Hooded crow,0,49,0,
Special request,Wandsworth,Kestrel,0,49,0,
Special request,Wandsworth,Lapwing,0,49,0,
Special request,Wandsworth,Lesser black backed gull,0,49,0,
Special request,Wandsworth,Linnet,0,49,0,
Special request,Wandsworth,Little owl,0,49,0,
Special request,Wandsworth,Marsh tit,0,49,0,
Special request,Wandsworth,Meadow pipit,0,49,0,
Special request,Wandsworth,Raven,0,49,0,
Special request,Wandsworth,Red legged partridge,0,49,0,
Special request,Wandsworth,Siskin,0,49,0,
Special request,Wandsworth,Skylark,0,49,0,
Special request,Wandsworth,Tawny owl,0,49,0,
Special request,Wandsworth,Treecreeper,0,49,0,
Special request,Wandsworth,Waxwing,0,49,0,
Special request,Wandsworth,Willow tit,0,49,0,
Special request,Wandsworth,Yellowhammer,0,49,0,
Special request,Westminster,Feral pigeon,3.034,1,44.26,0
Special request,Westminster,Woodpigeon,2.392,2,74.68,0
Special request,Westminster,Starling,2.025,3,25.32,0
Special request,Westminster,Blue Tit,1.937,4,63.29,0
Special request,Westminster,Blackbird,1.759,5,73.42,0
Special request,Westminster,Great Tit,1.43,6,53.16,0
Special request,Westminster,Robin,1.354,7,75.95,0
Special request,Westminster,Common gull,1.138,8,14.75,0
Special request,Westminster,Goldfinch,1.127,9,24.05,0
Special request,Westminster,Carrion crow,0.85,10,24.59,0
Special request,Westminster,Magpie,0.848,11,40.51,0
Special request,Westminster,House Sparrow,0.62,12,18.99,0
Special request,Westminster,Greenfinch,0.456,13,15.19,0
Special request,Westminster,Long tailed tit,0.456,13,13.92,0
Special request,Westminster,Chaffinch,0.405,15,16.46,0
Special request,Westminster,Coal Tit,0.38,16,18.99,0
Special request,Westminster,Mallard,0.3,17,6.56,0
Special request,Westminster,Wren,0.295,18,24.59,0
Special request,Westminster,Dunnock,0.278,19,18.99,0
Special request,Westminster,Black headed gull,0.25,20,3.28,0
Special request,Westminster,Rook,0.246,21,1.64,0
Special request,Westminster,Collared Dove,0.203,22,10.13,0
Special request,Westminster,Ring necked parakeet,0.148,23,6.56,0
Special request,Westminster,Song Thrush,0.131,24,8.2,0
Special request,Westminster,Jay,0.115,25,9.84,0
Special request,Westminster,Goldcrest,0.098,26,3.28,0
Special request,Westminster,Green woodpecker,0.098,26,8.2,0
Special request,Westminster,Moorhen,0.083,28,4.92,0
Special request,Westminster,Grey heron,0.082,29,6.56,0
Special request,Westminster,Great spotted woodpecker,0.049,30,4.92,0
Special request,Westminster,Herring gull,0.049,30,1.64,0
Special request,Westminster,Redwing,0.049,30,1.64,0
Special request,Westminster,Jackdaw,0.033,33,3.28,0
Special request,Westminster,Lesser spotted woodpecker,0.033,33,1.64,0
Special request,Westminster,Mistle thrush,0.033,33,1.64,0
Special request,Westminster,Chiffchaff,0.016,36,1.64,0
Special request,Westminster,Kestrel,0.016,36,1.64,0
Special request,Westminster,Barn owl,0,38,0,
Special request,Westminster,Black redstart,0,38,0,
Special request,Westminster,Blackcap,0,38,0,
Special request,Westminster,Brambling,0,38,0,
Special request,Westminster,Bullfinch,0,38,0,
Special request,Westminster,Buzzard,0,38,0,
Special request,Westminster,Corn bunting,0,38,0,
Special request,Westminster,Fieldfare,0,38,0,
Special request,Westminster,Great black backed gull,0,38,0,
Special request,Westminster,Grey partridge,0,38,0,
Special request,Westminster,Grey wagtail,0,38,0,
Special request,Westminster,Hooded crow,0,38,0,
Special request,Westminster,Lapwing,0,38,0,
Special request,Westminster,Lesser black backed gull,0,38,1.64,
Special request,Westminster,Linnet,0,38,0,
Special request,Westminster,Little owl,0,38,0,
Special request,Westminster,Marsh tit,0,38,0,
Special request,Westminster,Meadow pipit,0,38,0,
Special request,Westminster,Nuthatch,0,38,0,
Special request,Westminster,Pheasant,0,38,0,
Special request,Westminster,Pied wagtail,0,38,0,
Special request,Westminster,Raven,0,38,0,
Special request,Westminster,Red Kite,0,38,0,
Special request,Westminster,Red legged partridge,0,38,0,
Special request,Westminster,Redpoll,0,38,0,
Special request,Westminster,Reed bunting,0,38,0,
Special request,Westminster,Siskin,0,38,0,
Special request,Westminster,Skylark,0,38,0,
Special request,Westminster,Sparrowhawk,0,38,0,
Special request,Westminster,Stock dove,0,38,0,
Special request,Westminster,Tawny owl,0,38,0,
Special request,Westminster,Tree sparrow,0,38,0,
Special request,Westminster,Treecreeper,0,38,0,
Special request,Westminster,Waxwing,0,38,0,
Special request,Westminster,Willow tit,0,38,0,
Special request,Westminster,Yellowhammer,0,38,0,
Special request,Woking,Blue Tit,3.446,1,93.48,0
Special request,Woking,Woodpigeon,2.089,2,73.41,0
Special request,Woking,House Sparrow,1.953,3,40.13,0
Special request,Woking,Starling,1.836,4,36.29,0
Special request,Woking,Great Tit,1.684,5,65.55,0
Special request,Woking,Blackbird,1.584,6,81.94,0
Special request,Woking,Robin,1.525,7,89.63,0
Special request,Woking,Magpie,1.518,8,69.9,0
Special request,Woking,Goldfinch,1.101,9,28.26,0
Special request,Woking,Collared Dove,0.992,10,46.82,0
Special request,Woking,Chaffinch,0.856,11,36.45,0
Special request,Woking,Long tailed tit,0.715,12,27.93,0
Special request,Woking,Feral pigeon,0.694,13,21.73,0
Special request,Woking,Dunnock,0.657,14,42.31,0
Special request,Woking,Redwing,0.612,15,11.75,0
Special request,Woking,Greenfinch,0.602,16,24.08,0
Special request,Woking,Carrion crow,0.574,17,21.95,0
Special request,Woking,Coal Tit,0.54,18,32.44,0
Special request,Woking,Jackdaw,0.488,19,13.53,0
Special request,Woking,Nuthatch,0.337,20,23.28,0
Special request,Woking,Jay,0.302,21,20.4,0
Special request,Woking,Redpoll,0.274,22,5.99,0
Special request,Woking,Great spotted woodpecker,0.256,23,22.39,0
Special request,Woking,Ring necked parakeet,0.243,24,7.98,0
Special request,Woking,Siskin,0.213,25,7.98,0
Special request,Woking,Song Thrush,0.202,26,13.08,0
Special request,Woking,Wren,0.169,27,13.97,0
Special request,Woking,Common gull,0.144,28,3.55,0
Special request,Woking,Green woodpecker,0.102,29,8.87,0
Special request,Woking,Fieldfare,0.075,30,2.22,0
Special request,Woking,Pied wagtail,0.051,31,3.99,0
Special request,Woking,Bullfinch,0.038,32,2.44,0
Special request,Woking,Tree sparrow,0.038,32,1.11,0
Special request,Woking,Black headed gull,0.031,34,0.89,0
Special request,Woking,Grey heron,0.031,34,2.88,0
Special request,Woking,Moorhen,0.027,36,1.55,0
Special request,Woking,Goldcrest,0.027,37,2.22,0
Special request,Woking,Herring gull,0.027,37,0.44,0
Special request,Woking,Mallard,0.027,37,0.67,0
Special request,Woking,Lesser spotted woodpecker,0.024,40,2.66,1
Special request,Woking,Stock dove,0.022,41,1.55,0
Special request,Woking,Pheasant,0.02,42,0.89,0
Special request,Woking,Grey wagtail,0.016,43,1.33,0
Special request,Woking,Mistle thrush,0.016,43,1.33,0
Special request,Woking,Rook,0.016,43,1.11,0
Special request,Woking,Linnet,0.009,46,0.44,0
Special request,Woking,Marsh tit,0.009,46,0.44,0
Special request,Woking,Treecreeper,0.009,46,0.67,0
Special request,Woking,Buzzard,0.007,49,0.44,0
Special request,Woking,Red Kite,0.007,49,0.44,0
Special request,Woking,Sparrowhawk,0.007,49,0.67,0
Special request,Woking,Blackcap,0.004,52,0.44,0
Special request,Woking,Raven,0.004,52,0.22,0
Special request,Woking,Reed bunting,0.004,52,0.22,0
Special request,Woking,Barn owl,0.002,55,0.22,0
Special request,Woking,Chiffchaff,0.002,55,0.22,0
Special request,Woking,Kestrel,0.002,55,0.22,0
Special request,Woking,Black redstart,0,58,0,
Special request,Woking,Brambling,0,58,0.22,
Special request,Woking,Corn bunting,0,58,0,
Special request,Woking,Great black backed gull,0,58,0,
Special request,Woking,Grey partridge,0,58,0,
Special request,Woking,Hooded crow,0,58,0,
Special request,Woking,Lapwing,0,58,0,
Special request,Woking,Lesser black backed gull,0,58,0,
Special request,Woking,Little owl,0,58,0,
Special request,Woking,Meadow pipit,0,58,0,
Special request,Woking,Red legged partridge,0,58,0,
