2014,county,species,mean_birds,rank_birds,% gardens,
SWSRO,Scottish Borders,Redwing,0.003,54,0.17,
SWSRO,Scottish Borders,Reed bunting,0.003,55,0.17,
SWSRO,Scottish Borders,Green woodpecker,0.002,56,0.17,
SWSRO,Scottish Borders,Herring gull,0.002,57,0.17,
SWSRO,Scottish Borders,Black redstart,0,58,0,
SWSRO,Scottish Borders,Corn bunting,0,59,0,
SWSRO,Scottish Borders,Fieldfare,0,60,0,
SWSRO,Scottish Borders,Great black backed gull,0,61,0,
SWSRO,Scottish Borders,Grey partridge,0,62,0,
SWSRO,Scottish Borders,Grey wagtail,0,63,0,
SWSRO,Scottish Borders,Hooded crow,0,64,0,
SWSRO,Scottish Borders,Lapwing,0,65,0,
SWSRO,Scottish Borders,Little owl,0,66,0,
SWSRO,Scottish Borders,Meadow pipit,0,67,0,
SWSRO,Scottish Borders,Raven,0,68,0,
SWSRO,Scottish Borders,Ring necked parakeet,0,69,0,
SWSRO,Scottish Borders,Skylark,0,70,0,
SWSRO,Scottish Borders,Tawny owl,0,71,0,
SWSRO,Scottish Borders,Waxwing,0,72,0,
SWSRO,Scottish Borders,Willow tit,0,73,0,
ESRO,Shetland Islands,Starling,20.161,1,88.14,
ESRO,Shetland Islands,House sparrow,11.907,2,74.58,
ESRO,Shetland Islands,Feral pigeon,2.62,3,30.99,
ESRO,Shetland Islands,Blackbird,1.712,4,76.27,
ESRO,Shetland Islands,Woodpigeon,0.466,5,7.63,
ESRO,Shetland Islands,Collared dove,0.415,6,16.1,
ESRO,Shetland Islands,Carrion crow,0.394,7,14.08,
ESRO,Shetland Islands,Hooded crow,0.394,8,25.35,
ESRO,Shetland Islands,Herring gull,0.366,9,18.31,
ESRO,Shetland Islands,Robin,0.314,10,31.36,
ESRO,Shetland Islands,Wren,0.127,11,12.68,
ESRO,Shetland Islands,Fieldfare,0.099,12,1.41,
ESRO,Shetland Islands,Chaffinch,0.085,13,4.24,
ESRO,Shetland Islands,Lesser black backed gull,0.042,14,2.82,
ESRO,Shetland Islands,Raven,0.042,15,4.23,
ESRO,Shetland Islands,Brambling,0.028,16,1.41,
ESRO,Shetland Islands,Common gull,0.028,17,1.41,
ESRO,Shetland Islands,Redwing,0.028,18,2.82,
ESRO,Shetland Islands,Skylark,0.028,19,1.41,
ESRO,Shetland Islands,Pheasant,0.014,20,1.41,
ESRO,Shetland Islands,Waxwing,0.014,21,1.41,
ESRO,Shetland Islands,Dunnock,0.008,22,0.85,
ESRO,Shetland Islands,Barn owl,0,23,0,
ESRO,Shetland Islands,Black headed gull,0,24,0,
ESRO,Shetland Islands,Black redstart,0,25,0,
ESRO,Shetland Islands,Blackcap,0,26,0,
ESRO,Shetland Islands,Blue tit,0,27,0,
ESRO,Shetland Islands,Bullfinch,0,28,0,
ESRO,Shetland Islands,Buzzard,0,29,0,
ESRO,Shetland Islands,Chiffchaff,0,30,0,
ESRO,Shetland Islands,Coal tit,0,31,0,
ESRO,Shetland Islands,Corn bunting,0,32,0,
ESRO,Shetland Islands,Goldcrest,0,33,0,
ESRO,Shetland Islands,Goldfinch,0,34,0,
ESRO,Shetland Islands,Great black backed gull,0,35,0,
ESRO,Shetland Islands,Great spotted woodpecker,0,36,0,
ESRO,Shetland Islands,Great tit,0,37,0,
ESRO,Shetland Islands,Green woodpecker,0,38,0,
ESRO,Shetland Islands,Greenfinch,0,39,0,
ESRO,Shetland Islands,Grey heron,0,40,0,
ESRO,Shetland Islands,Grey partridge,0,41,0,
ESRO,Shetland Islands,Grey wagtail,0,42,0,
ESRO,Shetland Islands,Jackdaw,0,43,0,
ESRO,Shetland Islands,Jay,0,44,0,
ESRO,Shetland Islands,Kestrel,0,45,0,
ESRO,Shetland Islands,Lapwing,0,46,0,
ESRO,Shetland Islands,Lesser spotted woodpecker,0,47,0,
ESRO,Shetland Islands,Linnet,0,48,0,
ESRO,Shetland Islands,Little owl,0,49,0,
ESRO,Shetland Islands,Long tailed tit,0,50,0,
ESRO,Shetland Islands,Magpie,0,51,0,
ESRO,Shetland Islands,Mallard,0,52,0,
ESRO,Shetland Islands,Marsh tit,0,53,0,
ESRO,Shetland Islands,Meadow pipit,0,54,0,
ESRO,Shetland Islands,Mistle thrush,0,55,0,
ESRO,Shetland Islands,Moorhen,0,56,0,
ESRO,Shetland Islands,Nuthatch,0,57,0,
ESRO,Shetland Islands,Pied wagtail,0,58,0,
ESRO,Shetland Islands,Red Kite,0,59,0,
ESRO,Shetland Islands,Red legged partridge,0,60,0,
ESRO,Shetland Islands,Redpoll,0,61,0,
ESRO,Shetland Islands,Reed bunting,0,62,0,
ESRO,Shetland Islands,Ring necked parakeet,0,63,0,
ESRO,Shetland Islands,Rook,0,64,0,
ESRO,Shetland Islands,Siskin,0,65,0,
ESRO,Shetland Islands,Song thrush,0,66,0,
ESRO,Shetland Islands,Sparrowhawk,0,67,0,
ESRO,Shetland Islands,Stock dove,0,68,0,
ESRO,Shetland Islands,Tawny owl,0,69,0,
ESRO,Shetland Islands,Tree sparrow,0,70,0,
ESRO,Shetland Islands,Treecreeper,0,71,0,
ESRO,Shetland Islands,Willow tit,0,72,0,
ESRO,Shetland Islands,Yellowhammer,0,73,0,
MRO,Shropshire,House sparrow,4.972,1,66.75,
MRO,Shropshire,Blue tit,3.312,2,77.98,
MRO,Shropshire,Blackbird,2.456,3,84.74,
MRO,Shropshire,Woodpigeon,1.83,4,68.07,
MRO,Shropshire,Goldfinch,1.76,5,34.16,
MRO,Shropshire,Chaffinch,1.747,6,48.44,
MRO,Shropshire,Great tit,1.635,7,57.75,
MRO,Shropshire,Robin,1.184,8,75.84,
MRO,Shropshire,Starling,1.156,9,19.38,
MRO,Shropshire,Long tailed tit,1.095,10,23.28,
MRO,Shropshire,Dunnock,0.948,11,48.07,
MRO,Shropshire,Collared dove,0.853,12,37.46,
MRO,Shropshire,Magpie,0.837,13,42.21,
MRO,Shropshire,Greenfinch,0.777,14,25.7,
MRO,Shropshire,Coal tit,0.659,15,34.41,
MRO,Shropshire,Jackdaw,0.642,16,17.92,
MRO,Shropshire,Carrion crow,0.548,17,20.42,
MRO,Shropshire,Feral pigeon,0.329,18,11.61,
MRO,Shropshire,Great spotted woodpecker,0.222,19,16.99,
MRO,Shropshire,Wren,0.209,20,18.36,
MRO,Shropshire,Pheasant,0.197,21,8.18,
MRO,Shropshire,Nuthatch,0.19,22,13.52,
MRO,Shropshire,Bullfinch,0.125,23,5.97,
MRO,Shropshire,Song thrush,0.092,24,7.93,
MRO,Shropshire,Blackcap,0.071,25,5.53,
MRO,Shropshire,Redpoll,0.071,26,2.6,
MRO,Shropshire,Tree sparrow,0.061,27,1.62,
MRO,Shropshire,Siskin,0.056,28,2.79,
MRO,Shropshire,Rook,0.05,29,1.47,
MRO,Shropshire,Fieldfare,0.045,30,1.13,
MRO,Shropshire,Sparrowhawk,0.041,31,4.11,
MRO,Shropshire,Buzzard,0.031,32,2.15,
MRO,Shropshire,Jay,0.031,33,2.4,
MRO,Shropshire,Marsh tit,0.025,34,1.96,
MRO,Shropshire,Pied wagtail,0.024,35,1.67,
MRO,Shropshire,Lesser spotted woodpecker,0.023,36,1.76,
MRO,Shropshire,Mallard,0.022,37,0.44,
MRO,Shropshire,Redwing,0.022,38,0.64,
MRO,Shropshire,Brambling,0.015,39,1.03,
MRO,Shropshire,Moorhen,0.015,40,0.73,
MRO,Shropshire,Common gull,0.012,41,0.34,
MRO,Shropshire,Treecreeper,0.011,42,1.13,
MRO,Shropshire,Goldcrest,0.011,43,0.93,
MRO,Shropshire,Willow tit,0.009,44,0.78,
MRO,Shropshire,Mistle thrush,0.008,45,0.54,
MRO,Shropshire,Reed bunting,0.007,46,0.44,
MRO,Shropshire,Black headed gull,0.006,47,0.24,
MRO,Shropshire,Grey wagtail,0.005,48,0.54,
MRO,Shropshire,Green woodpecker,0.005,49,0.44,
MRO,Shropshire,Stock dove,0.005,50,0.29,
MRO,Shropshire,Red legged partridge,0.004,51,0.15,
MRO,Shropshire,Red Kite,0.003,52,0.29,
MRO,Shropshire,Grey heron,0.003,53,0.29,
MRO,Shropshire,Kestrel,0.003,54,0.29,
MRO,Shropshire,Linnet,0.003,55,0.24,
MRO,Shropshire,Corn bunting,0.002,56,0.05,
MRO,Shropshire,Yellowhammer,0.002,57,0.15,
MRO,Shropshire,Lesser black backed gull,0.001,58,0.1,
MRO,Shropshire,Chiffchaff,0.001,59,0.1,
MRO,Shropshire,Herring gull,0.001,60,0.1,
MRO,Shropshire,Hooded crow,0.001,61,0.1,
MRO,Shropshire,Tawny owl,0.001,62,0.1,
MRO,Shropshire,Great black backed gull,0,63,0.05,
MRO,Shropshire,Grey partridge,0,64,0.05,
MRO,Shropshire,Lapwing,0,65,0.05,
MRO,Shropshire,Meadow pipit,0,66,0.05,
MRO,Shropshire,Barn owl,0,67,0,
MRO,Shropshire,Black redstart,0,68,0,
MRO,Shropshire,Little owl,0,69,0,
MRO,Shropshire,Raven,0,70,0,
MRO,Shropshire,Ring necked parakeet,0,71,0,
MRO,Shropshire,Skylark,0,72,0,
MRO,Shropshire,Waxwing,0,73,0,
SWRO,Somerset,House sparrow,3.81,1,57.75,
SWRO,Somerset,Starling,2.768,2,35.9,
SWRO,Somerset,Blue tit,2.413,3,73.74,
SWRO,Somerset,Blackbird,1.868,4,79.85,
SWRO,Somerset,Goldfinch,1.712,5,33.55,
SWRO,Somerset,Chaffinch,1.695,6,49.49,
SWRO,Somerset,Woodpigeon,1.379,7,61.06,
SWRO,Somerset,Great tit,1.314,8,54.39,
SWRO,Somerset,Long tailed tit,1.087,9,25.34,
SWRO,Somerset,Robin,1.038,10,70.36,
SWRO,Somerset,Collared dove,0.937,11,40.63,
SWRO,Somerset,Jackdaw,0.936,12,24.99,
SWRO,Somerset,Magpie,0.741,13,39.94,
SWRO,Somerset,Dunnock,0.739,14,41.32,
SWRO,Somerset,Carrion crow,0.576,15,22.21,
SWRO,Somerset,Greenfinch,0.56,16,20.84,
SWRO,Somerset,Coal tit,0.439,17,25.2,
SWRO,Somerset,Feral pigeon,0.342,18,10.36,
SWRO,Somerset,Wren,0.203,19,18.31,
SWRO,Somerset,Blackcap,0.153,20,11.29,
SWRO,Somerset,Great spotted woodpecker,0.136,21,11.41,
SWRO,Somerset,Bullfinch,0.107,22,5.17,
SWRO,Somerset,Rook,0.101,23,2.44,
SWRO,Somerset,Pheasant,0.09,24,4.12,
SWRO,Somerset,Song thrush,0.088,25,7.75,
SWRO,Somerset,Pied wagtail,0.072,26,5.1,
SWRO,Somerset,Nuthatch,0.061,27,4.75,
SWRO,Somerset,Fieldfare,0.053,28,1.76,
SWRO,Somerset,Siskin,0.052,29,1.9,
SWRO,Somerset,Herring gull,0.043,30,1.83,
SWRO,Somerset,Common gull,0.039,31,1.24,
SWRO,Somerset,Jay,0.033,32,2.34,
SWRO,Somerset,Reed bunting,0.031,33,1.54,
SWRO,Somerset,Sparrowhawk,0.029,34,2.88,
SWRO,Somerset,Tree sparrow,0.028,35,0.71,
SWRO,Somerset,Black headed gull,0.024,36,0.71,
SWRO,Somerset,Redwing,0.023,37,0.78,
SWRO,Somerset,Green woodpecker,0.021,38,2,
SWRO,Somerset,Redpoll,0.019,39,0.51,
SWRO,Somerset,Buzzard,0.017,40,1.32,
SWRO,Somerset,Lesser spotted woodpecker,0.014,41,1.32,
SWRO,Somerset,Mallard,0.012,42,0.27,
SWRO,Somerset,Marsh tit,0.011,43,0.93,
SWRO,Somerset,Goldcrest,0.01,44,0.83,
SWRO,Somerset,Moorhen,0.009,45,0.49,
SWRO,Somerset,Grey wagtail,0.008,46,0.8,
SWRO,Somerset,Mistle thrush,0.005,47,0.46,
SWRO,Somerset,Treecreeper,0.005,48,0.46,
SWRO,Somerset,Willow tit,0.005,49,0.34,
SWRO,Somerset,Raven,0.004,50,0.32,
SWRO,Somerset,Grey heron,0.003,51,0.29,
SWRO,Somerset,Brambling,0.002,52,0.22,
SWRO,Somerset,Great black backed gull,0.002,53,0.05,
SWRO,Somerset,Linnet,0.002,54,0.12,
SWRO,Somerset,Chiffchaff,0.002,55,0.17,
SWRO,Somerset,Kestrel,0.002,56,0.17,
SWRO,Somerset,Red legged partridge,0.002,57,0.1,
SWRO,Somerset,Stock dove,0.002,58,0.1,
SWRO,Somerset,Yellowhammer,0.001,59,0.05,
SWRO,Somerset,Little owl,0.001,60,0.1,
SWRO,Somerset,Grey partridge,0.001,61,0.02,
SWRO,Somerset,Lesser black backed gull,0.001,62,0.1,
SWRO,Somerset,Meadow pipit,0.001,63,0.07,
SWRO,Somerset,Tawny owl,0.001,64,0.07,
SWRO,Somerset,Barn owl,0,65,0.02,
SWRO,Somerset,Black redstart,0,66,0.02,
SWRO,Somerset,Hooded crow,0,67,0.02,
SWRO,Somerset,Corn bunting,0,68,0,
SWRO,Somerset,Lapwing,0,69,0,
SWRO,Somerset,Red Kite,0,70,0,
SWRO,Somerset,Ring necked parakeet,0,71,0,
SWRO,Somerset,Skylark,0,72,0,
SWRO,Somerset,Waxwing,0,73,0,
SWSRO,South Ayrshire,House sparrow,5.852,1,70.08,
SWSRO,South Ayrshire,Chaffinch,4.463,2,65.37,
SWSRO,South Ayrshire,Starling,3.275,3,35.45,
SWSRO,South Ayrshire,Blue tit,2.324,4,70.29,
SWSRO,South Ayrshire,Blackbird,2.25,5,82.79,
SWSRO,South Ayrshire,Feral pigeon,2.115,6,36.36,
SWSRO,South Ayrshire,Goldfinch,1.768,7,28.89,
SWSRO,South Ayrshire,Woodpigeon,1.328,8,50.61,
SWSRO,South Ayrshire,Collared dove,1.17,9,42.62,
SWSRO,South Ayrshire,Robin,1.09,10,79.3,
SWSRO,South Ayrshire,Great tit,1.07,11,45.7,
SWSRO,South Ayrshire,Dunnock,0.914,12,46.72,
SWSRO,South Ayrshire,Coal tit,0.879,13,40.16,
SWSRO,South Ayrshire,Jackdaw,0.818,14,25.17,
SWSRO,South Ayrshire,Greenfinch,0.752,15,25.41,
SWSRO,South Ayrshire,Magpie,0.684,16,33.81,
SWSRO,South Ayrshire,Carrion crow,0.675,17,30.42,
SWSRO,South Ayrshire,Siskin,0.318,18,9.44,
SWSRO,South Ayrshire,Long tailed tit,0.301,19,6.56,
SWSRO,South Ayrshire,Wren,0.192,20,15.73,
SWSRO,South Ayrshire,Yellowhammer,0.147,21,4.9,
SWSRO,South Ayrshire,Pheasant,0.115,22,3.85,
SWSRO,South Ayrshire,Song thrush,0.112,23,9.79,
SWSRO,South Ayrshire,Great spotted woodpecker,0.105,24,9.44,
SWSRO,South Ayrshire,Tree sparrow,0.101,25,1.4,
SWSRO,South Ayrshire,Common gull,0.094,26,2.45,
SWSRO,South Ayrshire,Rook,0.087,27,1.75,
SWSRO,South Ayrshire,Sparrowhawk,0.063,28,6.29,
SWSRO,South Ayrshire,Herring gull,0.045,29,2.8,
SWSRO,South Ayrshire,Nuthatch,0.042,30,3.15,
SWSRO,South Ayrshire,Reed bunting,0.035,31,1.75,
SWSRO,South Ayrshire,Pied wagtail,0.028,32,2.1,
SWSRO,South Ayrshire,Redpoll,0.028,33,1.75,
SWSRO,South Ayrshire,Treecreeper,0.024,34,2.45,
SWSRO,South Ayrshire,Bullfinch,0.021,35,1.75,
SWSRO,South Ayrshire,Lesser spotted woodpecker,0.017,36,1.05,
SWSRO,South Ayrshire,Brambling,0.01,37,0.35,
SWSRO,South Ayrshire,Blackcap,0.007,38,0.7,
SWSRO,South Ayrshire,Buzzard,0.007,39,0.7,
SWSRO,South Ayrshire,Lesser black backed gull,0.007,40,0.35,
SWSRO,South Ayrshire,Grey wagtail,0.003,41,0.35,
SWSRO,South Ayrshire,Jay,0.003,42,0.35,
SWSRO,South Ayrshire,Kestrel,0.003,43,0.35,
SWSRO,South Ayrshire,Red legged partridge,0.003,44,0.35,
SWSRO,South Ayrshire,Barn owl,0,45,0,
SWSRO,South Ayrshire,Black headed gull,0,46,0,
SWSRO,South Ayrshire,Black redstart,0,47,0,
SWSRO,South Ayrshire,Chiffchaff,0,48,0,
SWSRO,South Ayrshire,Corn bunting,0,49,0,
SWSRO,South Ayrshire,Fieldfare,0,50,0,
SWSRO,South Ayrshire,Goldcrest,0,51,0,
SWSRO,South Ayrshire,Great black backed gull,0,52,0,
SWSRO,South Ayrshire,Green woodpecker,0,53,0,
SWSRO,South Ayrshire,Grey heron,0,54,0,
SWSRO,South Ayrshire,Grey partridge,0,55,0,
SWSRO,South Ayrshire,Hooded crow,0,56,0,
SWSRO,South Ayrshire,Lapwing,0,57,0,
SWSRO,South Ayrshire,Linnet,0,58,0,
SWSRO,South Ayrshire,Little owl,0,59,0,
SWSRO,South Ayrshire,Mallard,0,60,0,
SWSRO,South Ayrshire,Marsh tit,0,61,0,
SWSRO,South Ayrshire,Meadow pipit,0,62,0,
SWSRO,South Ayrshire,Mistle thrush,0,63,0,
SWSRO,South Ayrshire,Moorhen,0,64,0,
SWSRO,South Ayrshire,Raven,0,65,0,
SWSRO,South Ayrshire,Red Kite,0,66,0,
SWSRO,South Ayrshire,Redwing,0,67,0,
SWSRO,South Ayrshire,Ring necked parakeet,0,68,0,
SWSRO,South Ayrshire,Skylark,0,69,0,
SWSRO,South Ayrshire,Stock dove,0,70,0,
SWSRO,South Ayrshire,Tawny owl,0,71,0,
SWSRO,South Ayrshire,Waxwing,0,72,0,
SWSRO,South Ayrshire,Willow tit,0,73,0,
SWSRO,South Lanarkshire,House sparrow,5.682,1,66.11,
SWSRO,South Lanarkshire,Chaffinch,3.377,2,54.17,
SWSRO,South Lanarkshire,Starling,2.736,3,35.56,
SWSRO,South Lanarkshire,Blue tit,2.644,4,73.56,
SWSRO,South Lanarkshire,Blackbird,1.863,5,77.41,
SWSRO,South Lanarkshire,Woodpigeon,1.765,6,57.64,
SWSRO,South Lanarkshire,Great tit,1.449,7,52.89,
SWSRO,South Lanarkshire,Feral pigeon,1.364,8,27.74,
SWSRO,South Lanarkshire,Goldfinch,1.315,9,21.31,
SWSRO,South Lanarkshire,Magpie,1.236,10,51.6,
SWSRO,South Lanarkshire,Robin,1.132,11,79.33,
SWSRO,South Lanarkshire,Dunnock,1.077,12,48.4,
SWSRO,South Lanarkshire,Coal tit,0.981,13,42.62,
SWSRO,South Lanarkshire,Collared dove,0.895,14,34.4,
SWSRO,South Lanarkshire,Jackdaw,0.877,15,22.83,
SWSRO,South Lanarkshire,Carrion crow,0.74,16,24.15,
SWSRO,South Lanarkshire,Greenfinch,0.571,17,19.51,
SWSRO,South Lanarkshire,Long tailed tit,0.47,18,9.63,
SWSRO,South Lanarkshire,Siskin,0.255,19,7.55,
SWSRO,South Lanarkshire,Wren,0.155,20,13.21,
SWSRO,South Lanarkshire,Great spotted woodpecker,0.132,21,10.19,
SWSRO,South Lanarkshire,Redpoll,0.123,22,3.96,
SWSRO,South Lanarkshire,Tree sparrow,0.117,23,2.45,
SWSRO,South Lanarkshire,Yellowhammer,0.104,24,3.96,
SWSRO,South Lanarkshire,Song thrush,0.074,25,5.28,
SWSRO,South Lanarkshire,Pheasant,0.064,26,2.64,
SWSRO,South Lanarkshire,Rook,0.064,27,2.26,
SWSRO,South Lanarkshire,Sparrowhawk,0.047,28,4.72,
SWSRO,South Lanarkshire,Brambling,0.043,29,2.64,
SWSRO,South Lanarkshire,Bullfinch,0.042,30,2.64,
SWSRO,South Lanarkshire,Buzzard,0.023,31,1.51,
SWSRO,South Lanarkshire,Nuthatch,0.021,32,1.32,
SWSRO,South Lanarkshire,Treecreeper,0.021,33,2.08,
SWSRO,South Lanarkshire,Herring gull,0.017,34,0.57,
SWSRO,South Lanarkshire,Reed bunting,0.017,35,0.75,
SWSRO,South Lanarkshire,Mallard,0.015,36,0.19,
SWSRO,South Lanarkshire,Common gull,0.013,37,0.57,
SWSRO,South Lanarkshire,Black headed gull,0.011,38,0.19,
SWSRO,South Lanarkshire,Goldcrest,0.011,39,1.13,
SWSRO,South Lanarkshire,Stock dove,0.009,40,0.38,
SWSRO,South Lanarkshire,Kestrel,0.008,41,0.75,
SWSRO,South Lanarkshire,Mistle thrush,0.008,42,0.57,
SWSRO,South Lanarkshire,Fieldfare,0.006,43,0.57,
SWSRO,South Lanarkshire,Grey heron,0.006,44,0.57,
SWSRO,South Lanarkshire,Grey wagtail,0.006,45,0.57,
SWSRO,South Lanarkshire,Hooded crow,0.006,46,0.38,
SWSRO,South Lanarkshire,Lesser spotted woodpecker,0.006,47,0.57,
SWSRO,South Lanarkshire,Blackcap,0.004,48,0.38,
SWSRO,South Lanarkshire,Jay,0.004,49,0.19,
SWSRO,South Lanarkshire,Linnet,0.004,50,0.38,
SWSRO,South Lanarkshire,Barn owl,0.002,51,0.19,
SWSRO,South Lanarkshire,Lesser black backed gull,0.002,52,0.19,
SWSRO,South Lanarkshire,Meadow pipit,0.002,53,0.19,
SWSRO,South Lanarkshire,Black redstart,0,54,0,
SWSRO,South Lanarkshire,Chiffchaff,0,55,0,
SWSRO,South Lanarkshire,Corn bunting,0,56,0,
SWSRO,South Lanarkshire,Great black backed gull,0,57,0,
SWSRO,South Lanarkshire,Green woodpecker,0,58,0,
SWSRO,South Lanarkshire,Grey partridge,0,59,0,
SWSRO,South Lanarkshire,Lapwing,0,60,0,
SWSRO,South Lanarkshire,Little owl,0,61,0,
SWSRO,South Lanarkshire,Marsh tit,0,62,0,
SWSRO,South Lanarkshire,Moorhen,0,63,0,
SWSRO,South Lanarkshire,Pied wagtail,0,64,0,
SWSRO,South Lanarkshire,Raven,0,65,0,
SWSRO,South Lanarkshire,Red Kite,0,66,0,
SWSRO,South Lanarkshire,Red legged partridge,0,67,0,
SWSRO,South Lanarkshire,Redwing,0,68,0,
SWSRO,South Lanarkshire,Ring necked parakeet,0,69,0,
SWSRO,South Lanarkshire,Skylark,0,70,0,
SWSRO,South Lanarkshire,Tawny owl,0,71,0,
SWSRO,South Lanarkshire,Waxwing,0,72,0,
SWSRO,South Lanarkshire,Willow tit,0,73,0,
NRO,South Yorkshire,House sparrow,3.869,1,57.27,
NRO,South Yorkshire,Blackbird,2.49,2,84.7,
NRO,South Yorkshire,Starling,2.308,3,29.47,
NRO,South Yorkshire,Blue tit,2.105,4,68.44,
NRO,South Yorkshire,Woodpigeon,1.61,5,63.91,
NRO,South Yorkshire,Goldfinch,1.568,6,28.49,
NRO,South Yorkshire,Collared dove,1.259,7,48.12,
NRO,South Yorkshire,Magpie,1.124,8,51.41,
NRO,South Yorkshire,Great tit,1.032,9,43.52,
NRO,South Yorkshire,Robin,0.957,10,67.18,
NRO,South Yorkshire,Dunnock,0.836,11,43.95,
NRO,South Yorkshire,Chaffinch,0.771,12,28.59,
NRO,South Yorkshire,Long tailed tit,0.646,13,16.82,
NRO,South Yorkshire,Greenfinch,0.513,14,18.67,
NRO,South Yorkshire,Coal tit,0.51,15,27.67,
NRO,South Yorkshire,Feral pigeon,0.486,16,14.96,
NRO,South Yorkshire,Carrion crow,0.356,17,16.18,
NRO,South Yorkshire,Jackdaw,0.194,18,6.36,
NRO,South Yorkshire,Wren,0.172,19,15.26,
NRO,South Yorkshire,Bullfinch,0.141,20,6.49,
NRO,South Yorkshire,Song thrush,0.091,21,7.44,
NRO,South Yorkshire,Nuthatch,0.084,22,6.15,
NRO,South Yorkshire,Pheasant,0.071,23,3.2,
NRO,South Yorkshire,Great spotted woodpecker,0.056,24,4.79,
NRO,South Yorkshire,Tree sparrow,0.045,25,1.22,
NRO,South Yorkshire,Siskin,0.044,26,1.97,
NRO,South Yorkshire,Sparrowhawk,0.044,27,4.35,
NRO,South Yorkshire,Rook,0.039,28,1.19,
NRO,South Yorkshire,Jay,0.038,29,2.96,
NRO,South Yorkshire,Redpoll,0.035,30,1.05,
NRO,South Yorkshire,Redwing,0.035,31,1.02,
NRO,South Yorkshire,Common gull,0.032,32,0.78,
NRO,South Yorkshire,Blackcap,0.027,33,2.04,
NRO,South Yorkshire,Black headed gull,0.021,34,0.51,
NRO,South Yorkshire,Fieldfare,0.018,35,0.37,
NRO,South Yorkshire,Pied wagtail,0.017,36,1.26,
NRO,South Yorkshire,Mistle thrush,0.013,37,0.92,
NRO,South Yorkshire,Reed bunting,0.01,38,0.71,
NRO,South Yorkshire,Goldcrest,0.01,39,0.85,
NRO,South Yorkshire,Stock dove,0.007,40,0.41,
NRO,South Yorkshire,Herring gull,0.006,41,0.27,
NRO,South Yorkshire,Treecreeper,0.006,42,0.61,
NRO,South Yorkshire,Grey partridge,0.005,43,0.14,
NRO,South Yorkshire,Willow tit,0.005,44,0.37,
NRO,South Yorkshire,Grey heron,0.005,45,0.48,
NRO,South Yorkshire,Kestrel,0.005,46,0.48,
NRO,South Yorkshire,Moorhen,0.005,47,0.27,
NRO,South Yorkshire,Waxwing,0.004,48,0.1,
NRO,South Yorkshire,Yellowhammer,0.003,49,0.14,
NRO,South Yorkshire,Brambling,0.003,50,0.17,
NRO,South Yorkshire,Buzzard,0.003,51,0.17,
NRO,South Yorkshire,Lesser spotted woodpecker,0.003,52,0.31,
NRO,South Yorkshire,Mallard,0.003,53,0.1,
NRO,South Yorkshire,Marsh tit,0.002,54,0.2,
NRO,South Yorkshire,Grey wagtail,0.002,55,0.2,
NRO,South Yorkshire,Red legged partridge,0.002,56,0.07,
NRO,South Yorkshire,Tawny owl,0.002,57,0.17,
NRO,South Yorkshire,Chiffchaff,0.001,58,0.1,
NRO,South Yorkshire,Linnet,0.001,59,0.07,
NRO,South Yorkshire,Green woodpecker,0.001,60,0.07,
NRO,South Yorkshire,Hooded crow,0.001,61,0.03,
NRO,South Yorkshire,Barn owl,0,62,0.03,
NRO,South Yorkshire,Lesser black backed gull,0,63,0.03,
NRO,South Yorkshire,Little owl,0,64,0.03,
NRO,South Yorkshire,Meadow pipit,0,65,0.03,
NRO,South Yorkshire,Black redstart,0,66,0,
NRO,South Yorkshire,Corn bunting,0,67,0,
NRO,South Yorkshire,Great black backed gull,0,68,0,
NRO,South Yorkshire,Lapwing,0,69,0,
NRO,South Yorkshire,Raven,0,70,0,
NRO,South Yorkshire,Red Kite,0,71,0,
NRO,South Yorkshire,Ring necked parakeet,0,72,0,
NRO,South Yorkshire,Skylark,0,73,0,
MRO,Staffordshire,House sparrow,4.377,1,64.33,
MRO,Staffordshire,Blackbird,2.449,2,85.14,
MRO,Staffordshire,Blue tit,2.448,3,72.61,
MRO,Staffordshire,Starling,2.049,4,30.1,
MRO,Staffordshire,Woodpigeon,1.957,5,71.12,
MRO,Staffordshire,Goldfinch,1.665,6,31.32,
MRO,Staffordshire,Great tit,1.348,7,50.97,
MRO,Staffordshire,Robin,1.079,8,71.71,
MRO,Staffordshire,Chaffinch,1.073,9,36.7,
MRO,Staffordshire,Long tailed tit,1.06,10,23.8,
MRO,Staffordshire,Magpie,1.023,11,49.43,
MRO,Staffordshire,Collared dove,1.006,12,41.45,
MRO,Staffordshire,Dunnock,0.904,13,45.82,
MRO,Staffordshire,Greenfinch,0.647,14,21.64,
MRO,Staffordshire,Coal tit,0.6,15,31.62,
MRO,Staffordshire,Jackdaw,0.517,16,13.78,
MRO,Staffordshire,Carrion crow,0.475,17,19.53,
MRO,Staffordshire,Feral pigeon,0.415,18,13.09,
MRO,Staffordshire,Wren,0.189,19,16.68,
MRO,Staffordshire,Bullfinch,0.149,20,6.87,
MRO,Staffordshire,Nuthatch,0.14,21,9.5,
MRO,Staffordshire,Great spotted woodpecker,0.139,22,10.47,
MRO,Staffordshire,Song thrush,0.102,23,8.09,
MRO,Staffordshire,Tree sparrow,0.094,24,2.03,
MRO,Staffordshire,Pheasant,0.087,25,3.97,
MRO,Staffordshire,Redpoll,0.076,26,2.53,
MRO,Staffordshire,Siskin,0.055,27,2.06,
MRO,Staffordshire,Fieldfare,0.042,28,1.22,
