Country,Region,Area,Species,Average,Rank,% of gardens,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Blue_Tit,2.551,5,77.14,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Woodpigeon,1.820,6,70.20,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Feral_pigeon,1.407,7,35.98,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Goldfinch,1.257,8,29.80,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Robin,1.229,9,85.31,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Dunnock,1.180,10,54.29,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Greenfinch,0.865,11,28.98,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Coal_Tit,0.853,12,40.41,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Long_tailed_tit,0.812,13,14.69,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Carrion_crow,0.783,14,31.75,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Common_gull,0.757,15,12.17,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Great_Tit,0.657,16,34.69,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Collared_Dove,0.571,17,26.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Herring_gull,0.344,18,8.47,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Brambling,0.234,19,6.38,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Wren,0.190,20,14.29,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Bullfinch,0.170,21,7.98,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Song_Thrush,0.148,22,11.64,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Black_headed_gull,0.116,23,3.17,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Tree_sparrow,0.101,24,3.17,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Hooded_crow,0.090,25,2.12,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Blackcap,0.069,26,5.32,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Siskin,0.058,27,2.65,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Sparrowhawk,0.058,27,5.82,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Goldcrest,0.053,29,3.17,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Jackdaw,0.053,29,2.65,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Rook,0.053,29,1.59,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Great_spotted_woodpecker,0.037,32,3.70,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Buzzard,0.026,33,2.65,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Jay,0.016,34,1.59,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Pheasant,0.016,34,1.06,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Fieldfare,0.011,36,1.06,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Lesser_spotted_woodpecker,0.011,36,1.06,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Pied_wagtail,0.011,36,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Yellowhammer,0.011,36,1.06,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Magpie,0.008,40,0.82,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Redwing,0.005,41,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Kestrel,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Lesser_black_backed_gull,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Moorhen,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Stock_dove,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Tawny_owl,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Treecreeper,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Waxwing,0.005,42,0.53,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Barn_owl,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Black_redstart,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Chiffchaff,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Corn_bunting,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Great_black_backed_gull,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Green_woodpecker,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Grey_heron,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Grey_partridge,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Grey_wagtail,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Lapwing,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Linnet,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Little_owl,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Mallard,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Marsh_tit,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Meadow_pipit,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Mistle_thrush,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Nuthatch,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Raven,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Red_kite,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Red_legged_partridge,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Redpoll,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Reed_bunting,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Ring_necked_parakeet,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Skylark,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Dundee City,Willow_tit,0.000,49,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,House_Sparrow,6.216,1,73.44,,,,,,,,,,,,,
Scotland,ESRO,Fife,Starling,6.066,2,51.73,,,,,,,,,,,,,
Scotland,ESRO,Fife,Chaffinch,4.086,3,71.70,,,,,,,,,,,,,
Scotland,ESRO,Fife,Blackbird,3.368,4,93.71,,,,,,,,,,,,,
Scotland,ESRO,Fife,Blue_Tit,3.049,5,82.39,,,,,,,,,,,,,
Scotland,ESRO,Fife,Woodpigeon,2.100,6,70.52,,,,,,,,,,,,,
Scotland,ESRO,Fife,Goldfinch,2.060,7,30.55,,,,,,,,,,,,,
Scotland,ESRO,Fife,Robin,1.452,8,89.29,,,,,,,,,,,,,
Scotland,ESRO,Fife,Great_Tit,1.277,9,51.07,,,,,,,,,,,,,
Scotland,ESRO,Fife,Dunnock,1.145,10,53.80,,,,,,,,,,,,,
Scotland,ESRO,Fife,Carrion_crow,1.105,11,36.07,,,,,,,,,,,,,
Scotland,ESRO,Fife,Coal_Tit,1.058,12,48.10,,,,,,,,,,,,,
Scotland,ESRO,Fife,Greenfinch,1.050,13,31.82,,,,,,,,,,,,,
Scotland,ESRO,Fife,Collared_Dove,0.990,14,38.99,,,,,,,,,,,,,
Scotland,ESRO,Fife,Feral_pigeon,0.830,15,19.74,,,,,,,,,,,,,
Scotland,ESRO,Fife,Long_tailed_tit,0.729,16,13.49,,,,,,,,,,,,,
Scotland,ESRO,Fife,Tree_sparrow,0.608,17,8.93,,,,,,,,,,,,,
Scotland,ESRO,Fife,Magpie,0.543,18,25.05,,,,,,,,,,,,,
Scotland,ESRO,Fife,Siskin,0.414,19,10.93,,,,,,,,,,,,,
Scotland,ESRO,Fife,Common_gull,0.401,20,7.47,,,,,,,,,,,,,
Scotland,ESRO,Fife,Jackdaw,0.394,21,11.67,,,,,,,,,,,,,
Scotland,ESRO,Fife,Wren,0.266,22,20.71,,,,,,,,,,,,,
Scotland,ESRO,Fife,Pheasant,0.262,23,11.50,,,,,,,,,,,,,
Scotland,ESRO,Fife,Bullfinch,0.194,24,7.92,,,,,,,,,,,,,
Scotland,ESRO,Fife,Brambling,0.190,25,7.29,,,,,,,,,,,,,
Scotland,ESRO,Fife,Yellowhammer,0.165,26,5.93,,,,,,,,,,,,,
Scotland,ESRO,Fife,Rook,0.163,27,4.37,,,,,,,,,,,,,
Scotland,ESRO,Fife,Song_Thrush,0.162,28,11.97,,,,,,,,,,,,,
Scotland,ESRO,Fife,Herring_gull,0.142,29,4.92,,,,,,,,,,,,,
Scotland,ESRO,Fife,Great_spotted_woodpecker,0.130,30,10.29,,,,,,,,,,,,,
Scotland,ESRO,Fife,Sparrowhawk,0.089,31,8.93,,,,,,,,,,,,,
Scotland,ESRO,Fife,Black_headed_gull,0.060,32,1.92,,,,,,,,,,,,,
Scotland,ESRO,Fife,Buzzard,0.054,33,4.37,,,,,,,,,,,,,
Scotland,ESRO,Fife,Pied_wagtail,0.038,34,3.01,,,,,,,,,,,,,
Scotland,ESRO,Fife,Treecreeper,0.030,35,2.92,,,,,,,,,,,,,
Scotland,ESRO,Fife,Grey_partridge,0.026,36,0.55,,,,,,,,,,,,,
Scotland,ESRO,Fife,Fieldfare,0.023,37,1.55,,,,,,,,,,,,,
Scotland,ESRO,Fife,Redpoll,0.022,38,1.37,,,,,,,,,,,,,
Scotland,ESRO,Fife,Mistle_thrush,0.020,39,1.37,,,,,,,,,,,,,
Scotland,ESRO,Fife,Hooded_crow,0.019,40,0.64,,,,,,,,,,,,,
Scotland,ESRO,Fife,Grey_heron,0.016,41,1.46,,,,,,,,,,,,,
Scotland,ESRO,Fife,Mallard,0.014,42,0.55,,,,,,,,,,,,,
Scotland,ESRO,Fife,Waxwing,0.013,43,0.27,,,,,,,,,,,,,
Scotland,ESRO,Fife,Reed_bunting,0.012,44,0.91,,,,,,,,,,,,,
Scotland,ESRO,Fife,Blackcap,0.012,45,1.09,,,,,,,,,,,,,
Scotland,ESRO,Fife,Goldcrest,0.012,45,1.09,,,,,,,,,,,,,
Scotland,ESRO,Fife,Stock_dove,0.011,47,0.64,,,,,,,,,,,,,
Scotland,ESRO,Fife,Kestrel,0.010,48,1.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Moorhen,0.010,48,0.73,,,,,,,,,,,,,
Scotland,ESRO,Fife,Jay,0.008,50,0.55,,,,,,,,,,,,,
Scotland,ESRO,Fife,Lesser_spotted_woodpecker,0.008,50,0.64,,,,,,,,,,,,,
Scotland,ESRO,Fife,Linnet,0.007,52,0.46,,,,,,,,,,,,,
Scotland,ESRO,Fife,Redwing,0.006,53,0.36,,,,,,,,,,,,,
Scotland,ESRO,Fife,Chiffchaff,0.005,54,0.36,,,,,,,,,,,,,
Scotland,ESRO,Fife,Grey_wagtail,0.004,55,0.37,,,,,,,,,,,,,
Scotland,ESRO,Fife,Green_woodpecker,0.003,56,0.27,,,,,,,,,,,,,
Scotland,ESRO,Fife,Lesser_black_backed_gull,0.002,57,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Corn_bunting,0.002,58,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Meadow_pipit,0.002,58,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Nuthatch,0.002,58,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Raven,0.002,58,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Red_legged_partridge,0.002,58,0.09,,,,,,,,,,,,,
Scotland,ESRO,Fife,Tawny_owl,0.002,58,0.18,,,,,,,,,,,,,
Scotland,ESRO,Fife,Barn_owl,0.001,64,0.09,,,,,,,,,,,,,
Scotland,ESRO,Fife,Black_redstart,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Great_black_backed_gull,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Lapwing,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Little_owl,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Marsh_tit,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Red_kite,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Ring_necked_parakeet,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Skylark,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Fife,Willow_tit,0.000,65,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Chaffinch,7.721,1,90.78,,,,,,,,,,,,,
Scotland,ESRO,Moray,House_Sparrow,5.887,2,67.99,,,,,,,,,,,,,
Scotland,ESRO,Moray,Starling,4.299,3,39.75,,,,,,,,,,,,,
Scotland,ESRO,Moray,Blackbird,3.079,4,90.59,,,,,,,,,,,,,
Scotland,ESRO,Moray,Blue_Tit,2.916,5,80.75,,,,,,,,,,,,,
Scotland,ESRO,Moray,Goldfinch,2.124,6,40.67,,,,,,,,,,,,,
Scotland,ESRO,Moray,Greenfinch,1.604,7,46.12,,,,,,,,,,,,,
Scotland,ESRO,Moray,Great_Tit,1.518,8,57.86,,,,,,,,,,,,,
Scotland,ESRO,Moray,Robin,1.490,9,90.17,,,,,,,,,,,,,
Scotland,ESRO,Moray,Coal_Tit,1.452,10,51.67,,,,,,,,,,,,,
Scotland,ESRO,Moray,Siskin,1.416,11,35.55,,,,,,,,,,,,,
Scotland,ESRO,Moray,Woodpigeon,1.247,12,50.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Dunnock,1.211,13,53.35,,,,,,,,,,,,,
Scotland,ESRO,Moray,Collared_Dove,1.008,14,39.75,,,,,,,,,,,,,
Scotland,ESRO,Moray,Carrion_crow,0.965,15,25.43,,,,,,,,,,,,,
Scotland,ESRO,Moray,Long_tailed_tit,0.935,16,15.69,,,,,,,,,,,,,
Scotland,ESRO,Moray,Jackdaw,0.602,17,16.43,,,,,,,,,,,,,
Scotland,ESRO,Moray,Tree_sparrow,0.461,18,8.93,,,,,,,,,,,,,
Scotland,ESRO,Moray,Feral_pigeon,0.458,19,11.24,,,,,,,,,,,,,
Scotland,ESRO,Moray,Pheasant,0.413,20,16.76,,,,,,,,,,,,,
Scotland,ESRO,Moray,Rook,0.274,21,5.19,,,,,,,,,,,,,
Scotland,ESRO,Moray,Common_gull,0.256,22,6.92,,,,,,,,,,,,,
Scotland,ESRO,Moray,Yellowhammer,0.243,23,10.12,,,,,,,,,,,,,
Scotland,ESRO,Moray,Herring_gull,0.228,24,7.23,,,,,,,,,,,,,
Scotland,ESRO,Moray,Great_spotted_woodpecker,0.194,25,15.32,,,,,,,,,,,,,
Scotland,ESRO,Moray,Wren,0.159,26,13.01,,,,,,,,,,,,,
Scotland,ESRO,Moray,Song_Thrush,0.118,27,9.80,,,,,,,,,,,,,
Scotland,ESRO,Moray,Brambling,0.101,28,5.48,,,,,,,,,,,,,
Scotland,ESRO,Moray,Magpie,0.094,29,6.28,,,,,,,,,,,,,
Scotland,ESRO,Moray,Treecreeper,0.078,30,6.96,,,,,,,,,,,,,
Scotland,ESRO,Moray,Buzzard,0.078,31,5.49,,,,,,,,,,,,,
Scotland,ESRO,Moray,Fieldfare,0.078,31,2.31,,,,,,,,,,,,,
Scotland,ESRO,Moray,Sparrowhawk,0.072,33,7.23,,,,,,,,,,,,,
Scotland,ESRO,Moray,Bullfinch,0.069,34,3.46,,,,,,,,,,,,,
Scotland,ESRO,Moray,Blackcap,0.040,35,2.88,,,,,,,,,,,,,
Scotland,ESRO,Moray,Black_headed_gull,0.037,36,1.44,,,,,,,,,,,,,
Scotland,ESRO,Moray,Pied_wagtail,0.026,37,2.02,,,,,,,,,,,,,
Scotland,ESRO,Moray,Waxwing,0.023,38,1.15,,,,,,,,,,,,,
Scotland,ESRO,Moray,Redpoll,0.020,39,1.15,,,,,,,,,,,,,
Scotland,ESRO,Moray,Jay,0.017,40,0.86,,,,,,,,,,,,,
Scotland,ESRO,Moray,Redwing,0.017,40,0.86,,,,,,,,,,,,,
Scotland,ESRO,Moray,Goldcrest,0.014,42,1.16,,,,,,,,,,,,,
Scotland,ESRO,Moray,Grey_partridge,0.014,43,0.29,,,,,,,,,,,,,
Scotland,ESRO,Moray,Lesser_spotted_woodpecker,0.014,43,1.44,,,,,,,,,,,,,
Scotland,ESRO,Moray,Red_legged_partridge,0.012,45,0.58,,,,,,,,,,,,,
Scotland,ESRO,Moray,Grey_heron,0.012,46,0.86,,,,,,,,,,,,,
Scotland,ESRO,Moray,Kestrel,0.009,47,0.87,,,,,,,,,,,,,
Scotland,ESRO,Moray,Hooded_crow,0.009,48,0.86,,,,,,,,,,,,,
Scotland,ESRO,Moray,Mistle_thrush,0.006,49,0.58,,,,,,,,,,,,,
Scotland,ESRO,Moray,Stock_dove,0.006,49,0.29,,,,,,,,,,,,,
Scotland,ESRO,Moray,Chiffchaff,0.006,51,0.29,,,,,,,,,,,,,
Scotland,ESRO,Moray,Raven,0.006,51,0.58,,,,,,,,,,,,,
Scotland,ESRO,Moray,Mallard,0.003,53,0.29,,,,,,,,,,,,,
Scotland,ESRO,Moray,Nuthatch,0.003,53,0.29,,,,,,,,,,,,,
Scotland,ESRO,Moray,Barn_owl,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Black_redstart,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Corn_bunting,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Great_black_backed_gull,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Green_woodpecker,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Grey_wagtail,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Lapwing,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Lesser_black_backed_gull,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Linnet,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Little_owl,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Marsh_tit,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Meadow_pipit,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Moorhen,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Red_kite,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Reed_bunting,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Ring_necked_parakeet,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Skylark,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Tawny_owl,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Moray,Willow_tit,0.000,55,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Starling,21.467,1,93.91,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,House_Sparrow,13.830,2,84.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Blackbird,3.075,3,88.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Greenfinch,2.601,4,48.48,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Collared_Dove,2.071,5,59.90,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Chaffinch,1.025,6,29.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Rook,0.864,7,17.69,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Woodpigeon,0.780,8,23.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Robin,0.665,9,61.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Common_gull,0.551,10,15.65,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Dunnock,0.505,11,26.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Carrion_crow,0.476,12,15.65,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Feral_pigeon,0.469,13,11.56,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Herring_gull,0.333,14,7.48,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Hooded_crow,0.299,15,13.61,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Pheasant,0.279,16,11.56,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Wren,0.224,17,22.45,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Jackdaw,0.177,18,8.16,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Goldfinch,0.170,19,6.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Brambling,0.150,20,5.44,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Song_Thrush,0.143,21,10.88,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Black_headed_gull,0.095,22,2.72,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Tree_sparrow,0.095,22,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Bullfinch,0.061,24,2.04,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Reed_bunting,0.048,25,2.74,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Red_legged_partridge,0.041,26,0.68,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Moorhen,0.034,27,3.42,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Great_black_backed_gull,0.020,28,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Coal_Tit,0.015,29,0.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Fieldfare,0.014,30,0.68,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Grey_heron,0.014,30,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Kestrel,0.014,30,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Pied_wagtail,0.014,30,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Raven,0.014,30,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Sparrowhawk,0.014,30,1.36,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Blue_Tit,0.010,36,0.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Lesser_black_backed_gull,0.007,37,0.69,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Grey_wagtail,0.007,38,0.68,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Redwing,0.007,38,0.68,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Great_Tit,0.005,40,0.50,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Barn_owl,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Black_redstart,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Blackcap,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Buzzard,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Chiffchaff,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Corn_bunting,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Goldcrest,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Great_spotted_woodpecker,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Green_woodpecker,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Grey_partridge,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Jay,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Lapwing,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Lesser_spotted_woodpecker,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Linnet,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Little_owl,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Long_tailed_tit,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Magpie,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Mallard,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Marsh_tit,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Meadow_pipit,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Mistle_thrush,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Nuthatch,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Red_kite,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Redpoll,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Ring_necked_parakeet,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Siskin,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Skylark,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Stock_dove,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Tawny_owl,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Treecreeper,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Waxwing,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Willow_tit,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Orkney Islands,Yellowhammer,0.000,41,0.00,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Chaffinch,8.019,1,87.80,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,House_Sparrow,4.940,2,67.28,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Blue_Tit,4.094,3,88.20,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Blackbird,3.268,4,91.38,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Starling,3.176,5,33.11,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Goldfinch,2.077,6,36.74,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Great_Tit,2.029,7,65.92,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Woodpigeon,1.673,8,55.89,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Robin,1.505,9,89.12,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Coal_Tit,1.391,10,56.69,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Greenfinch,1.208,11,35.99,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Dunnock,1.185,12,55.76,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Carrion_crow,0.938,13,29.01,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Collared_Dove,0.934,14,36.87,,,,,,,,,,,,,
Scotland,ESRO,Perth & Kinross,Siskin,0.909,15,23.31,,,,,,,,,,,,,
