county,species,Mean,Rank,% gardens
Shropshire,Blackbird ,3.26,3,95.41
Shropshire,Woodpigeon ,2.06,4,73.58
Shropshire,Great_tit ,1.88,5,64.33
Shropshire,Chaffinch ,1.85,6,50.67
Shropshire,Starling ,1.66,7,28.70
Shropshire,Robin ,1.63,8,90.91
Shropshire,Goldfinch ,1.57,9,32.42
Shropshire,Long_tailed_tit ,1.32,10,31.66
Shropshire,Dunnock ,1.16,11,52.70
Shropshire,Magpie ,1.11,12,53.62
Shropshire,Jackdaw ,0.94,13,25.01
Shropshire,Collared_dove ,0.92,14,40.66
Shropshire,Carrion_crow ,0.90,15,31.02
Shropshire,Coal_tit ,0.75,16,38.01
Shropshire,Greenfinch ,0.68,17,24.48
Shropshire,Nuthatch ,0.53,18,34.95
Shropshire,Pheasant ,0.49,19,18.83
Shropshire,Feral_pigeon ,0.48,20,16.24
Shropshire,Great_spotted_woodpecker ,0.47,21,35.91
Shropshire,Wren ,0.42,22,35.21
Shropshire,Bullfinch ,0.34,23,15.82
Shropshire,Rook ,0.27,24,5.63
Shropshire,Jay ,0.23,25,15.82
Shropshire,Tree_sparrow ,0.21,26,3.82
Shropshire,Buzzard ,0.19,27,11.94
Shropshire,Fieldfare ,0.17,28,2.89
Shropshire,Song_thrush ,0.16,29,12.83
Shropshire,Pied_wagtail ,0.14,30,9.20
Shropshire,Blackcap ,0.13,31,9.98
Shropshire,Redwing ,0.12,32,2.18
Shropshire,Common_gull ,0.12,33,2.57
Shropshire,Mallard ,0.10,34,1.48
Shropshire,Sparrowhawk ,0.08,35,7.95
Shropshire,Lapwing,0.07,36,0.16
Shropshire,Lesser_spotted_woodpecker ,0.06,37,5.07
Shropshire,Marsh_tit ,0.06,38,4.13
Shropshire,Siskin ,0.05,39,2.50
Shropshire,Treecreeper ,0.04,40,3.51
Shropshire,Goldcrest ,0.04,41,3.20
Shropshire,Grey_wagtail ,0.04,42,2.73
Shropshire,Moorhen ,0.04,43,1.72
Shropshire,Mistle_thrush ,0.04,44,2.73
Shropshire,Stock_dove ,0.03,45,1.64
Shropshire,Red_Kite ,0.03,46,2.03
Shropshire,Reed_bunting ,0.03,47,1.25
Shropshire,Black_headed_gull ,0.03,48,0.78
Shropshire,Redpoll ,0.03,49,1.48
Shropshire,Willow_tit ,0.03,50,1.80
Shropshire,Herring_gull ,0.02,51,0.78
Shropshire,Yellowhammer ,0.02,52,1.01
Shropshire,Red_legged_partridge ,0.02,53,0.86
Shropshire,Kestrel ,0.02,54,1.71
Shropshire,Grey_heron ,0.02,55,1.64
Shropshire,Green_woodpecker ,0.02,56,1.48
Shropshire,Raven ,0.01,57,0.86
Shropshire,Brambling ,0.01,58,0.94
Shropshire,Tawny_owl ,0.01,59,0.63
Shropshire,Linnet ,0.01,60,0.39
Shropshire,Chiffchaff ,0.00,61,0.31
Shropshire,Barn_owl ,0.00,62,0.23
Shropshire,Grey_partridge ,0.00,63,0.08
Shropshire,Great_black_backed_gull ,0.00,64,0.08
Shropshire,Black_redstart,0.00,65,0.08
Shropshire,Corn_bunting,0.00,66,0.00
Shropshire,Hooded_crow ,0.00,67,0.00
Shropshire,Lesser_black_backed_gull ,0.00,68,0.00
Shropshire,Little_owl ,0.00,69,0.00
Shropshire,Meadow_pipit,0.00,70,0.00
Shropshire,Ring_necked_parakeet ,0.00,71,0.00
Shropshire,Skylark,0.00,72,0.00
Shropshire,Waxwing,0.00,73,0.00
Somerset,House_sparrow ,4.23,1,65.80
Somerset,Starling ,3.39,2,43.46
Somerset,Blue_tit ,2.51,3,80.55
Somerset,Blackbird ,2.50,4,92.77
Somerset,Chaffinch ,1.73,5,52.07
Somerset,Woodpigeon ,1.64,6,68.92
Somerset,Goldfinch ,1.60,7,34.88
Somerset,Great_tit ,1.44,8,60.40
Somerset,Robin ,1.41,9,85.71
Somerset,Long_tailed_tit ,1.22,10,33.56
Somerset,Jackdaw ,1.18,11,31.84
Somerset,Collared_dove ,1.00,12,43.60
Somerset,Magpie ,0.95,13,48.27
Somerset,Dunnock ,0.89,14,47.00
Somerset,Carrion_crow ,0.84,15,30.23
Somerset,Greenfinch ,0.49,16,19.73
Somerset,Coal_tit ,0.46,17,26.83
Somerset,Feral_pigeon ,0.43,18,13.53
Somerset,Blackcap ,0.42,19,30.00
Somerset,Wren ,0.39,20,32.94
Somerset,Rook ,0.32,21,6.87
Somerset,Pied_wagtail ,0.30,22,19.69
Somerset,Great_spotted_woodpecker ,0.29,23,24.13
Somerset,Bullfinch ,0.26,24,13.41
Somerset,Common_gull ,0.19,25,4.97
Somerset,Pheasant ,0.19,26,8.77
Somerset,Jay ,0.17,27,11.56
Somerset,Song_thrush ,0.15,28,12.00
Somerset,Herring_gull ,0.15,29,5.25
Somerset,Nuthatch ,0.14,30,9.59
Somerset,Redwing ,0.13,31,3.16
Somerset,Fieldfare ,0.12,32,2.96
Somerset,Reed_bunting ,0.08,33,3.12
Somerset,Tree_sparrow ,0.08,34,2.05
Somerset,Buzzard ,0.07,35,5.01
Somerset,Black_headed_gull ,0.07,36,2.01
Somerset,Green_woodpecker ,0.05,37,4.30
Somerset,Siskin ,0.04,38,1.93
Somerset,Sparrowhawk ,0.04,39,3.63
Somerset,Mallard ,0.03,40,0.95
Somerset,Grey_wagtail ,0.03,41,2.88
Somerset,Lesser_spotted_woodpecker ,0.03,42,2.64
Somerset,Goldcrest ,0.03,43,2.33
Somerset,Meadow_pipit,0.03,44,0.28
Somerset,Marsh_tit ,0.02,45,1.81
Somerset,Mistle_thrush ,0.02,46,2.01
Somerset,Grey_heron ,0.02,47,1.93
Somerset,Lesser_black_backed_gull ,0.02,48,0.95
Somerset,Lapwing,0.02,49,0.12
Somerset,Moorhen ,0.02,50,0.75
Somerset,Yellowhammer ,0.01,51,0.35
Somerset,Treecreeper ,0.01,52,0.99
Somerset,Stock_dove ,0.01,53,0.51
Somerset,Raven ,0.01,54,0.67
Somerset,Willow_tit ,0.01,55,0.83
Somerset,Kestrel ,0.01,56,0.87
Somerset,Linnet ,0.01,57,0.32
Somerset,Brambling ,0.00,58,0.35
Somerset,Red_legged_partridge ,0.00,59,0.24
Somerset,Redpoll ,0.00,60,0.20
Somerset,Skylark,0.00,61,0.08
Somerset,Chiffchaff ,0.00,62,0.35
Somerset,Hooded_crow ,0.00,63,0.12
Somerset,Tawny_owl ,0.00,64,0.16
Somerset,Barn_owl ,0.00,65,0.08
Somerset,Little_owl ,0.00,66,0.08
Somerset,Corn_bunting,0.00,67,0.08
Somerset,Black_redstart,0.00,68,0.04
Somerset,Great_black_backed_gull ,0.00,69,0.00
Somerset,Grey_partridge ,0.00,70,0.00
Somerset,Red_Kite ,0.00,71,0.00
Somerset,Ring_necked_parakeet ,0.00,72,0.00
Somerset,Waxwing,0.00,73,0.00
South Ayrshire,House_sparrow ,6.66,1,75.06
South Ayrshire,Starling ,5.76,2,53.05
South Ayrshire,Chaffinch ,3.97,3,63.10
South Ayrshire,Blackbird ,2.74,4,91.48
South Ayrshire,Blue_tit ,2.14,5,72.81
South Ayrshire,Goldfinch ,1.51,6,30.11
South Ayrshire,Robin ,1.48,7,89.46
South Ayrshire,Feral_pigeon ,1.46,8,31.27
South Ayrshire,Carrion_crow ,1.41,9,37.67
South Ayrshire,Woodpigeon ,1.30,10,49.10
South Ayrshire,Collared_dove ,1.22,11,47.76
South Ayrshire,Dunnock ,1.06,12,46.64
South Ayrshire,Jackdaw ,1.02,13,29.79
South Ayrshire,Great_tit ,0.96,14,44.17
South Ayrshire,Coal_tit ,0.87,15,40.99
South Ayrshire,Magpie ,0.77,16,39.91
South Ayrshire,Yellowhammer ,0.68,17,18.25
South Ayrshire,Greenfinch ,0.67,18,22.65
South Ayrshire,Herring_gull ,0.66,19,13.28
South Ayrshire,Siskin ,0.63,20,20.00
South Ayrshire,Long_tailed_tit ,0.60,21,11.91
South Ayrshire,Rook ,0.59,22,16.41
South Ayrshire,Wren ,0.34,23,28.08
South Ayrshire,Pheasant ,0.33,24,18.75
South Ayrshire,Common_gull ,0.24,25,7.03
South Ayrshire,Great_spotted_woodpecker ,0.24,26,16.41
South Ayrshire,Song_thrush ,0.19,27,15.41
South Ayrshire,Tree_sparrow ,0.15,28,3.13
South Ayrshire,Reed_bunting ,0.14,29,3.13
South Ayrshire,Mallard ,0.13,30,1.56
South Ayrshire,Pied_wagtail ,0.11,31,6.25
South Ayrshire,Sparrowhawk ,0.10,32,9.38
South Ayrshire,Bullfinch ,0.07,33,3.13
South Ayrshire,Buzzard ,0.06,34,5.47
South Ayrshire,Redpoll ,0.05,35,2.36
South Ayrshire,Goldcrest ,0.05,36,4.69
South Ayrshire,Nuthatch ,0.05,37,3.91
South Ayrshire,Treecreeper ,0.05,38,3.91
South Ayrshire,Black_headed_gull ,0.04,39,3.13
South Ayrshire,Lesser_black_backed_gull ,0.04,40,1.56
South Ayrshire,Raven ,0.03,41,2.34
South Ayrshire,Grey_heron ,0.02,42,2.34
South Ayrshire,Linnet ,0.02,43,0.79
South Ayrshire,Blackcap ,0.02,44,1.56
South Ayrshire,Mistle_thrush ,0.02,45,1.56
South Ayrshire,Red_legged_partridge ,0.02,46,0.78
South Ayrshire,Chiffchaff ,0.01,47,0.78
South Ayrshire,Grey_wagtail ,0.01,48,0.78
South Ayrshire,Kestrel ,0.01,49,0.78
South Ayrshire,Lesser_spotted_woodpecker ,0.01,50,0.78
South Ayrshire,Marsh_tit ,0.01,51,0.78
South Ayrshire,Redwing ,0.01,52,0.78
South Ayrshire,Barn_owl ,0.00,53,0.00
South Ayrshire,Black_redstart,0.00,54,0.00
South Ayrshire,Brambling ,0.00,55,0.00
South Ayrshire,Corn_bunting,0.00,56,0.00
South Ayrshire,Fieldfare ,0.00,57,0.00
South Ayrshire,Great_black_backed_gull ,0.00,58,0.00
South Ayrshire,Green_woodpecker ,0.00,59,0.00
South Ayrshire,Grey_partridge ,0.00,60,0.00
South Ayrshire,Hooded_crow ,0.00,61,0.00
South Ayrshire,Jay ,0.00,62,0.00
South Ayrshire,Lapwing,0.00,63,0.00
South Ayrshire,Little_owl ,0.00,64,0.00
South Ayrshire,Meadow_pipit,0.00,65,0.00
South Ayrshire,Moorhen ,0.00,66,0.00
South Ayrshire,Red_Kite ,0.00,67,0.00
South Ayrshire,Ring_necked_parakeet ,0.00,68,0.00
South Ayrshire,Skylark,0.00,69,0.00
South Ayrshire,Stock_dove ,0.00,70,0.00
South Ayrshire,Tawny_owl ,0.00,71,0.00
South Ayrshire,Waxwing,0.00,72,0.00
South Ayrshire,Willow_tit ,0.00,73,0.00
South Lanarkshire,House_sparrow ,6.02,1,72.41
South Lanarkshire,Starling ,5.98,2,60.46
South Lanarkshire,Chaffinch ,3.34,3,58.57
South Lanarkshire,Blue_tit ,2.82,4,79.45
South Lanarkshire,Blackbird ,2.40,5,86.32
South Lanarkshire,Woodpigeon ,1.70,6,56.78
South Lanarkshire,Robin ,1.60,7,91.95
South Lanarkshire,Magpie ,1.53,8,59.84
South Lanarkshire,Great_tit ,1.40,9,53.86
South Lanarkshire,Feral_pigeon ,1.39,10,29.12
South Lanarkshire,Goldfinch ,1.34,11,23.22
South Lanarkshire,Carrion_crow ,1.08,12,35.20
South Lanarkshire,Jackdaw ,1.06,13,28.75
South Lanarkshire,Dunnock ,1.05,14,45.52
South Lanarkshire,Coal_tit ,0.91,15,42.12
South Lanarkshire,Collared_dove ,0.85,16,33.41
South Lanarkshire,Rook ,0.71,17,12.77
South Lanarkshire,Long_tailed_tit ,0.70,18,12.64
South Lanarkshire,Siskin ,0.58,19,20.26
South Lanarkshire,Tree_sparrow ,0.50,20,8.09
South Lanarkshire,Greenfinch ,0.50,21,17.57
South Lanarkshire,Yellowhammer ,0.34,22,9.09
South Lanarkshire,Bullfinch ,0.34,23,14.04
South Lanarkshire,Great_spotted_woodpecker ,0.32,24,24.26
South Lanarkshire,Redpoll ,0.29,25,11.84
South Lanarkshire,Wren ,0.28,26,22.68
South Lanarkshire,Common_gull ,0.22,27,8.09
South Lanarkshire,Pheasant ,0.19,28,6.84
South Lanarkshire,Song_thrush ,0.14,29,10.22
South Lanarkshire,Black_headed_gull ,0.13,30,2.55
South Lanarkshire,Fieldfare ,0.10,31,5.11
South Lanarkshire,Sparrowhawk ,0.09,32,9.36
South Lanarkshire,Buzzard ,0.07,33,6.38
South Lanarkshire,Pied_wagtail ,0.06,34,4.26
South Lanarkshire,Nuthatch ,0.06,35,2.98
South Lanarkshire,Herring_gull ,0.05,36,3.40
South Lanarkshire,Goldcrest ,0.05,37,3.40
South Lanarkshire,Mistle_thrush ,0.04,38,3.83
South Lanarkshire,Redwing ,0.04,39,1.28
South Lanarkshire,Brambling ,0.03,40,2.13
South Lanarkshire,Jay ,0.03,41,2.13
South Lanarkshire,Reed_bunting ,0.03,42,1.28
South Lanarkshire,Grey_wagtail ,0.03,43,2.13
South Lanarkshire,Mallard ,0.03,44,0.85
South Lanarkshire,Treecreeper ,0.03,45,2.13
South Lanarkshire,Kestrel ,0.02,46,1.28
South Lanarkshire,Lesser_spotted_woodpecker ,0.02,47,2.13
South Lanarkshire,Blackcap ,0.02,48,1.28
South Lanarkshire,Lesser_black_backed_gull ,0.01,49,0.85
South Lanarkshire,Linnet ,0.01,50,0.43
South Lanarkshire,Raven ,0.01,51,0.43
South Lanarkshire,Stock_dove ,0.01,52,0.43
South Lanarkshire,Barn_owl ,0.00,53,0.43
South Lanarkshire,Green_woodpecker ,0.00,54,0.43
South Lanarkshire,Grey_heron ,0.00,55,0.43
South Lanarkshire,Red_Kite ,0.00,56,0.43
South Lanarkshire,Black_redstart,0.00,57,0.00
South Lanarkshire,Chiffchaff ,0.00,58,0.00
South Lanarkshire,Corn_bunting,0.00,59,0.00
South Lanarkshire,Great_black_backed_gull ,0.00,60,0.00
South Lanarkshire,Grey_partridge ,0.00,61,0.00
South Lanarkshire,Hooded_crow ,0.00,62,0.00
South Lanarkshire,Lapwing,0.00,63,0.00
South Lanarkshire,Little_owl ,0.00,64,0.00
South Lanarkshire,Marsh_tit ,0.00,65,0.00
South Lanarkshire,Meadow_pipit,0.00,66,0.00
South Lanarkshire,Moorhen ,0.00,67,0.00
South Lanarkshire,Red_legged_partridge ,0.00,68,0.00
South Lanarkshire,Ring_necked_parakeet ,0.00,69,0.00
South Lanarkshire,Skylark,0.00,70,0.00
South Lanarkshire,Tawny_owl ,0.00,71,0.00
South Lanarkshire,Waxwing,0.00,72,0.00
South Lanarkshire,Willow_tit ,0.00,73,0.00
South Yorkshire,House_sparrow ,4.30,1,66.66
South Yorkshire,Blackbird ,3.07,2,92.85
South Yorkshire,Starling ,2.89,3,40.00
South Yorkshire,Blue_tit ,2.43,4,78.19
South Yorkshire,Woodpigeon ,1.79,5,68.96
South Yorkshire,Goldfinch ,1.38,6,27.83
South Yorkshire,Magpie ,1.33,7,57.67
South Yorkshire,Robin ,1.30,8,82.65
South Yorkshire,Collared_dove ,1.29,9,50.63
South Yorkshire,Great_tit ,1.14,10,48.18
South Yorkshire,Dunnock ,0.89,11,45.11
South Yorkshire,Chaffinch ,0.82,12,31.06
South Yorkshire,Long_tailed_tit ,0.68,13,19.96
South Yorkshire,Feral_pigeon ,0.62,14,16.52
South Yorkshire,Carrion_crow ,0.56,15,23.81
South Yorkshire,Coal_tit ,0.52,16,29.64
South Yorkshire,Bullfinch ,0.46,17,20.42
South Yorkshire,Greenfinch ,0.41,18,16.97
South Yorkshire,Wren ,0.35,19,30.17
South Yorkshire,Pheasant ,0.28,20,11.57
South Yorkshire,Nuthatch ,0.27,21,18.67
South Yorkshire,Jay ,0.27,22,17.67
South Yorkshire,Jackdaw ,0.21,23,7.68
South Yorkshire,Common_gull ,0.20,24,4.61
South Yorkshire,Tree_sparrow ,0.20,25,4.30
South Yorkshire,Great_spotted_woodpecker ,0.18,26,15.39
South Yorkshire,Black_headed_gull ,0.15,27,2.82
South Yorkshire,Song_thrush ,0.14,28,10.82
South Yorkshire,Rook ,0.12,29,4.92
South Yorkshire,Fieldfare ,0.11,30,2.19
South Yorkshire,Redwing ,0.11,31,3.13
South Yorkshire,Sparrowhawk ,0.10,32,10.00
South Yorkshire,Pied_wagtail ,0.10,33,7.05
South Yorkshire,Mistle_thrush ,0.08,34,5.87
South Yorkshire,Reed_bunting ,0.08,35,3.21
South Yorkshire,Mallard ,0.07,36,0.94
South Yorkshire,Redpoll ,0.06,37,2.19
South Yorkshire,Siskin ,0.05,38,2.74
South Yorkshire,Blackcap ,0.05,39,3.83
South Yorkshire,Goldcrest ,0.05,40,4.22
South Yorkshire,Yellowhammer ,0.05,41,1.56
South Yorkshire,Herring_gull ,0.04,42,1.17
South Yorkshire,Stock_dove ,0.04,43,1.95
South Yorkshire,Buzzard ,0.03,44,1.80
South Yorkshire,Kestrel ,0.03,45,2.50
South Yorkshire,Grey_wagtail ,0.03,46,2.19
South Yorkshire,Meadow_pipit,0.02,47,0.08
South Yorkshire,Moorhen ,0.02,48,1.33
South Yorkshire,Grey_heron ,0.02,49,1.72
South Yorkshire,Lesser_spotted_woodpecker ,0.02,50,1.56
South Yorkshire,Treecreeper ,0.02,51,1.64
South Yorkshire,Brambling ,0.02,52,0.86
South Yorkshire,Willow_tit ,0.02,53,1.09
South Yorkshire,Red_legged_partridge ,0.01,54,0.31
South Yorkshire,Marsh_tit ,0.01,55,0.78
South Yorkshire,Raven ,0.01,56,0.31
South Yorkshire,Green_woodpecker ,0.00,57,0.39
South Yorkshire,Lesser_black_backed_gull ,0.00,58,0.23
South Yorkshire,Chiffchaff ,0.00,59,0.31
South Yorkshire,Tawny_owl ,0.00,60,0.23
South Yorkshire,Linnet ,0.00,61,0.16
South Yorkshire,Barn_owl ,0.00,62,0.23
South Yorkshire,Great_black_backed_gull ,0.00,63,0.16
South Yorkshire,Hooded_crow ,0.00,64,0.16
South Yorkshire,Little_owl ,0.00,65,0.08
South Yorkshire,Black_redstart,0.00,66,0.08
South Yorkshire,Red_Kite ,0.00,67,0.08
South Yorkshire,Ring_necked_parakeet ,0.00,68,0.08
South Yorkshire,Corn_bunting,0.00,69,0.00
South Yorkshire,Grey_partridge ,0.00,70,0.00
South Yorkshire,Lapwing,0.00,71,0.00
South Yorkshire,Skylark,0.00,72,0.00
South Yorkshire,Waxwing,0.00,73,0.00
Staffordshire,House_sparrow ,4.77,1,72.55
Staffordshire,Blackbird ,3.05,2,93.65
Staffordshire,Starling ,2.85,3,43.70
Staffordshire,Blue_tit ,2.78,4,81.88
Staffordshire,Woodpigeon ,2.18,5,76.20
Staffordshire,Great_tit ,1.53,6,58.30
Staffordshire,Goldfinch ,1.47,7,30.04
Staffordshire,Robin ,1.46,8,86.38
Staffordshire,Magpie ,1.31,9,58.12
Staffordshire,Chaffinch ,1.09,10,38.71
Staffordshire,Long_tailed_tit ,1.04,11,26.51
Staffordshire,Collared_dove ,1.02,12,44.15
Staffordshire,Dunnock ,0.98,13,47.22
Staffordshire,Carrion_crow ,0.71,14,28.14
Staffordshire,Coal_tit ,0.68,15,34.65
Staffordshire,Jackdaw ,0.63,16,18.25
Staffordshire,Feral_pigeon ,0.53,17,16.31
Staffordshire,Greenfinch ,0.46,18,18.42
Staffordshire,Nuthatch ,0.40,19,27.15
Staffordshire,Wren ,0.38,20,31.50
Staffordshire,Bullfinch ,0.35,21,16.32
Staffordshire,Great_spotted_woodpecker ,0.34,22,27.17
Staffordshire,Pheasant ,0.28,23,12.52
Staffordshire,Jay ,0.21,24,14.04
Staffordshire,Common_gull ,0.21,25,4.89
Staffordshire,Tree_sparrow ,0.19,26,4.52
Staffordshire,Rook ,0.18,27,4.15
Staffordshire,Pied_wagtail ,0.15,28,9.82
Staffordshire,Song_thrush ,0.15,29,11.45
Staffordshire,Fieldfare ,0.12,30,2.14
Staffordshire,Mallard ,0.12,31,2.20
Staffordshire,Black_headed_gull ,0.12,32,2.63
Staffordshire,Reed_bunting ,0.10,33,4.15
Staffordshire,Buzzard ,0.10,34,7.08
Staffordshire,Blackcap ,0.08,35,6.41
Staffordshire,Sparrowhawk ,0.07,36,6.89
Staffordshire,Redpoll ,0.07,37,2.44
Staffordshire,Moorhen ,0.05,38,2.44
Staffordshire,Mistle_thrush ,0.05,39,3.18
Staffordshire,Redwing ,0.04,40,1.65
Staffordshire,Goldcrest ,0.04,41,3.17
Staffordshire,Lesser_spotted_woodpecker ,0.03,42,3.05
Staffordshire,Treecreeper ,0.03,43,2.44
Staffordshire,Siskin ,0.03,44,1.47
Staffordshire,Grey_heron ,0.03,45,2.44
Staffordshire,Herring_gull ,0.03,46,0.61
Staffordshire,Grey_wagtail ,0.02,47,2.07
Staffordshire,Kestrel ,0.02,48,1.83
Staffordshire,Stock_dove ,0.02,49,1.22
Staffordshire,Willow_tit ,0.02,50,1.40
Staffordshire,Green_woodpecker ,0.01,51,1.46
Staffordshire,Brambling ,0.01,52,0.92
Staffordshire,Marsh_tit ,0.01,53,0.92
Staffordshire,Lapwing,0.01,54,0.18
Staffordshire,Raven ,0.01,55,0.67
Staffordshire,Waxwing,0.01,56,0.06
Staffordshire,Yellowhammer ,0.01,57,0.31
Staffordshire,Red_legged_partridge ,0.01,58,0.31
Staffordshire,Lesser_black_backed_gull ,0.00,59,0.31
Staffordshire,Linnet ,0.00,60,0.24
Staffordshire,Tawny_owl ,0.00,61,0.37
Staffordshire,Hooded_crow ,0.00,62,0.12
Staffordshire,Corn_bunting,0.00,63,0.12
Staffordshire,Great_black_backed_gull ,0.00,64,0.12
Staffordshire,Little_owl ,0.00,65,0.12
Staffordshire,Red_Kite ,0.00,66,0.12
Staffordshire,Grey_partridge ,0.00,67,0.06
Staffordshire,Ring_necked_parakeet ,0.00,68,0.06
Staffordshire,Skylark,0.00,69,0.06
Staffordshire,Barn_owl ,0.00,70,0.00
Staffordshire,Black_redstart,0.00,71,0.00
Staffordshire,Chiffchaff ,0.00,72,0.00
Staffordshire,Meadow_pipit,0.00,73,0.00
Stirling,House_sparrow ,5.28,1,74.69
Stirling,Chaffinch ,4.29,2,68.04
Stirling,Blue_tit ,3.18,3,83.74
Stirling,Starling ,3.09,4,46.71
Stirling,Blackbird ,2.58,5,91.34
Stirling,Robin ,1.62,6,94.03
Stirling,Woodpigeon ,1.60,7,62.42
Stirling,Great_tit ,1.47,8,58.73
Stirling,Goldfinch ,1.21,9,24.85
Stirling,Carrion_crow ,1.11,10,39.94
Stirling,Coal_tit ,1.00,11,46.82
Stirling,Dunnock ,0.98,12,50.62
Stirling,Jackdaw ,0.97,13,27.09
Stirling,Magpie ,0.89,14,45.27
Stirling,Tree_sparrow ,0.81,15,14.62
Stirling,Long_tailed_tit ,0.77,16,15.64
Stirling,Collared_dove ,0.72,17,31.48
Stirling,Feral_pigeon ,0.61,18,16.16
Stirling,Siskin ,0.58,19,21.30
Stirling,Rook ,0.57,20,18.13
Stirling,Greenfinch ,0.48,21,18.69
Stirling,Pheasant ,0.35,22,13.45
Stirling,Great_spotted_woodpecker ,0.31,23,24.56
Stirling,Yellowhammer ,0.27,24,10.06
Stirling,Wren ,0.26,25,22.56
Stirling,Mallard ,0.26,26,4.09
Stirling,Bullfinch ,0.24,27,12.35
Stirling,Redpoll ,0.21,28,8.77
Stirling,Common_gull ,0.16,29,5.85
Stirling,Fieldfare ,0.13,30,2.34
Stirling,Song_thrush ,0.12,31,9.47
Stirling,Redwing ,0.09,32,2.35
Stirling,Jay ,0.09,33,5.85
Stirling,Reed_bunting ,0.08,34,2.34
Stirling,Buzzard ,0.08,35,4.09
Stirling,Nuthatch ,0.08,36,6.43
Stirling,Pied_wagtail ,0.06,37,4.68
Stirling,Treecreeper ,0.06,38,5.26
Stirling,Black_headed_gull ,0.05,39,1.75
Stirling,Goldcrest ,0.05,40,4.09
Stirling,Sparrowhawk ,0.05,41,4.68
Stirling,Raven ,0.04,42,1.75
Stirling,Grey_heron ,0.04,43,2.92
Stirling,Mistle_thrush ,0.04,44,2.34
Stirling,Linnet ,0.03,45,1.75
Stirling,Blackcap ,0.02,46,1.75
Stirling,Lesser_spotted_woodpecker ,0.02,47,1.17
Stirling,Moorhen ,0.02,48,1.17
Stirling,Red_Kite ,0.02,49,1.75
Stirling,Black_redstart,0.01,50,0.58
Stirling,Brambling ,0.01,51,0.58
Stirling,Hooded_crow ,0.01,52,0.58
Stirling,Meadow_pipit,0.01,53,0.58
Stirling,Stock_dove ,0.01,54,0.58
Stirling,Chiffchaff ,0.01,55,0.58
Stirling,Corn_bunting,0.01,56,0.58
Stirling,Grey_wagtail ,0.01,57,0.58
Stirling,Kestrel ,0.01,58,0.58
Stirling,Tawny_owl ,0.01,59,0.58
Stirling,Willow_tit ,0.01,60,0.58
Stirling,Barn_owl ,0.00,61,0.00
Stirling,Great_black_backed_gull ,0.00,62,0.00
Stirling,Green_woodpecker ,0.00,63,0.00
Stirling,Grey_partridge ,0.00,64,0.00
Stirling,Herring_gull ,0.00,65,0.00
Stirling,Lapwing,0.00,66,0.00
Stirling,Lesser_black_backed_gull ,0.00,67,0.00
Stirling,Little_owl ,0.00,68,0.00
Stirling,Marsh_tit ,0.00,69,0.00
Stirling,Red_legged_partridge ,0.00,70,0.00
Stirling,Ring_necked_parakeet ,0.00,71,0.00
Stirling,Skylark,0.00,72,0.00
Stirling,Waxwing,0.00,73,0.00
Suffolk,Blackbird ,3.23,1,94.94
Suffolk,House_sparrow ,3.18,2,54.93
Suffolk,Blue_tit ,3.17,3,87.44
Suffolk,Woodpigeon ,2.50,4,77.34
Suffolk,Starling ,2.39,5,42.42
Suffolk,Great_tit ,1.74,6,66.31
Suffolk,Collared_dove ,1.68,7,63.42
Suffolk,Chaffinch ,1.59,8,50.78
Suffolk,Robin ,1.40,9,85.71
Suffolk,Goldfinch ,1.39,10,32.23
Suffolk,Long_tailed_tit ,1.18,11,30.73
Suffolk,Dunnock ,1.05,12,52.51
Suffolk,Magpie ,0.69,13,37.13
Suffolk,Rook ,0.62,14,10.79
Suffolk,Greenfinch ,0.60,15,22.68
Suffolk,Pheasant ,0.57,16,25.21
Suffolk,Black_headed_gull ,0.55,17,9.23
Suffolk,Coal_tit ,0.54,18,30.49
Suffolk,Common_gull ,0.54,19,9.54
Suffolk,Carrion_crow ,0.54,20,20.67
Suffolk,Feral_pigeon ,0.47,21,14.03
Suffolk,Jackdaw ,0.42,22,13.77
Suffolk,Wren ,0.36,23,30.44
Suffolk,Jay ,0.27,24,19.68
Suffolk,Great_spotted_woodpecker ,0.24,25,20.20
Suffolk,Fieldfare ,0.23,26,4.17
Suffolk,Bullfinch ,0.22,27,10.31
Suffolk,Moorhen ,0.17,28,7.88
Suffolk,Mallard ,0.14,29,3.13
Suffolk,Song_thrush ,0.14,30,11.67
Suffolk,Pied_wagtail ,0.14,31,10.16
Suffolk,Herring_gull ,0.14,32,4.01
Suffolk,Green_woodpecker ,0.11,33,10.21
Suffolk,Tree_sparrow ,0.07,34,2.24
Suffolk,Yellowhammer ,0.06,35,1.98
Suffolk,Marsh_tit ,0.06,36,4.01
Suffolk,Nuthatch ,0.05,37,3.96
Suffolk,Sparrowhawk ,0.05,38,5.15
Suffolk,Red_legged_partridge ,0.05,39,1.73
Suffolk,Redwing ,0.05,40,1.98
Suffolk,Redpoll ,0.05,41,1.82
Suffolk,Blackcap ,0.04,42,3.70
Suffolk,Stock_dove ,0.03,43,1.88
Suffolk,Goldcrest ,0.03,44,2.92
Suffolk,Lapwing,0.03,45,0.21
Suffolk,Lesser_spotted_woodpecker ,0.03,46,2.34
Suffolk,Treecreeper ,0.03,47,2.34
Suffolk,Lesser_black_backed_gull ,0.03,48,1.20
Suffolk,Kestrel ,0.02,49,2.50
Suffolk,Grey_heron ,0.02,50,2.29
Suffolk,Siskin ,0.02,51,0.94
