county,species,Mean,Rank,% gardens
Dumfries and Galloway,Chaffinch ,6.81,2,82.29
Dumfries and Galloway,Starling ,4.79,3,49.75
Dumfries and Galloway,Blackbird ,3.29,4,94.61
Dumfries and Galloway,Blue_tit ,3.01,5,81.62
Dumfries and Galloway,Robin ,1.80,6,95.80
Dumfries and Galloway,Goldfinch ,1.78,7,35.64
Dumfries and Galloway,Great_tit ,1.71,8,62.84
Dumfries and Galloway,Carrion_crow ,1.42,9,43.52
Dumfries and Galloway,Collared_dove ,1.38,10,50.10
Dumfries and Galloway,Dunnock ,1.31,11,56.66
Dumfries and Galloway,Coal_tit ,1.26,12,53.45
Dumfries and Galloway,Woodpigeon ,1.21,13,44.80
Dumfries and Galloway,Jackdaw ,1.11,14,26.00
Dumfries and Galloway,Long_tailed_tit ,0.74,15,14.60
Dumfries and Galloway,Greenfinch ,0.67,16,23.78
Dumfries and Galloway,Siskin ,0.66,17,23.59
Dumfries and Galloway,Tree_sparrow ,0.62,18,12.15
Dumfries and Galloway,Pheasant ,0.53,19,20.81
Dumfries and Galloway,Wren ,0.52,20,37.69
Dumfries and Galloway,Nuthatch ,0.44,21,28.79
Dumfries and Galloway,Great_spotted_woodpecker ,0.40,22,31.39
Dumfries and Galloway,Feral_pigeon ,0.39,23,12.91
Dumfries and Galloway,Rook ,0.30,24,9.90
Dumfries and Galloway,Yellowhammer ,0.24,25,7.18
Dumfries and Galloway,Common_gull ,0.20,26,3.28
Dumfries and Galloway,Song_thrush ,0.20,27,14.09
Dumfries and Galloway,Redpoll ,0.19,28,8.38
Dumfries and Galloway,Herring_gull ,0.19,29,5.05
Dumfries and Galloway,Black_headed_gull ,0.18,30,2.02
Dumfries and Galloway,Jay ,0.18,31,9.34
Dumfries and Galloway,Buzzard ,0.13,32,7.83
Dumfries and Galloway,Bullfinch ,0.12,33,5.56
Dumfries and Galloway,Magpie ,0.11,34,5.99
Dumfries and Galloway,Sparrowhawk ,0.08,35,7.58
Dumfries and Galloway,Pied_wagtail ,0.06,36,4.55
Dumfries and Galloway,Treecreeper ,0.05,37,4.81
Dumfries and Galloway,Fieldfare ,0.05,38,0.76
Dumfries and Galloway,Red_Kite ,0.05,39,2.78
Dumfries and Galloway,Grey_heron ,0.05,40,4.29
Dumfries and Galloway,Lapwing,0.05,41,0.25
Dumfries and Galloway,Redwing ,0.05,42,1.27
Dumfries and Galloway,Moorhen ,0.05,43,1.26
Dumfries and Galloway,Lesser_spotted_woodpecker ,0.04,44,2.78
Dumfries and Galloway,Mallard ,0.04,45,1.02
Dumfries and Galloway,Reed_bunting ,0.04,46,1.77
Dumfries and Galloway,Goldcrest ,0.03,47,2.53
Dumfries and Galloway,Raven ,0.03,48,1.77
Dumfries and Galloway,Red_legged_partridge ,0.03,49,1.26
Dumfries and Galloway,Mistle_thrush ,0.02,50,1.52
Dumfries and Galloway,Kestrel ,0.02,51,1.26
Dumfries and Galloway,Stock_dove ,0.02,52,0.51
Dumfries and Galloway,Brambling ,0.01,53,0.51
Dumfries and Galloway,Blackcap ,0.01,54,1.01
Dumfries and Galloway,Linnet ,0.01,55,0.51
Dumfries and Galloway,Marsh_tit ,0.01,56,0.51
Dumfries and Galloway,Lesser_black_backed_gull ,0.01,57,0.25
Dumfries and Galloway,Green_woodpecker ,0.01,58,0.25
Dumfries and Galloway,Grey_partridge ,0.01,59,0.25
Dumfries and Galloway,Grey_wagtail ,0.01,60,0.51
Dumfries and Galloway,Willow_tit ,0.01,61,0.25
Dumfries and Galloway,Barn_owl ,0.00,62,0.25
Dumfries and Galloway,Hooded_crow ,0.00,63,0.25
Dumfries and Galloway,Tawny_owl ,0.00,64,0.25
Dumfries and Galloway,Black_redstart,0.00,65,0.00
Dumfries and Galloway,Chiffchaff ,0.00,66,0.00
Dumfries and Galloway,Corn_bunting,0.00,67,0.00
Dumfries and Galloway,Great_black_backed_gull ,0.00,68,0.00
Dumfries and Galloway,Little_owl ,0.00,69,0.00
Dumfries and Galloway,Meadow_pipit,0.00,70,0.00
Dumfries and Galloway,Ring_necked_parakeet ,0.00,71,0.00
Dumfries and Galloway,Skylark,0.00,72,0.00
Dumfries and Galloway,Waxwing,0.00,73,0.00
Dundee City,House_sparrow ,6.28,1,74.45
Dundee City,Starling ,3.31,2,47.35
Dundee City,Blackbird ,3.13,3,93.83
Dundee City,Blue_tit ,2.19,4,74.89
Dundee City,Woodpigeon ,1.97,5,72.69
Dundee City,Feral_pigeon ,1.56,6,32.94
Dundee City,Robin ,1.51,7,91.19
Dundee City,Chaffinch ,0.98,8,34.07
Dundee City,Carrion_crow ,0.87,9,33.14
Dundee City,Black_headed_gull ,0.86,10,6.82
Dundee City,Dunnock ,0.79,11,40.97
Dundee City,Coal_tit ,0.67,12,36.12
Dundee City,Great_tit ,0.59,13,29.96
Dundee City,Collared_dove ,0.57,14,29.96
Dundee City,Herring_gull ,0.50,15,20.45
Dundee City,Goldfinch ,0.42,16,11.45
Dundee City,Long_tailed_tit ,0.38,17,13.66
Dundee City,Common_gull ,0.34,18,13.64
Dundee City,Greenfinch ,0.34,19,14.16
Dundee City,Wren ,0.22,20,17.65
Dundee City,Great_spotted_woodpecker ,0.20,21,20.45
Dundee City,Sparrowhawk ,0.20,22,18.18
Dundee City,Magpie ,0.19,23,9.69
Dundee City,Pied_wagtail ,0.18,24,11.36
Dundee City,Yellowhammer ,0.14,25,4.55
Dundee City,Buzzard ,0.09,26,6.82
Dundee City,Song_thrush ,0.09,27,7.06
Dundee City,Blackcap ,0.07,28,4.55
Dundee City,Bullfinch ,0.07,29,4.55
Dundee City,Hooded_crow ,0.07,30,2.27
Dundee City,Fieldfare ,0.05,31,4.55
Dundee City,Goldcrest ,0.05,32,4.55
Dundee City,Grey_heron ,0.05,33,4.55
Dundee City,Lesser_spotted_woodpecker ,0.05,34,4.55
Dundee City,Linnet ,0.05,35,2.27
Dundee City,Mallard ,0.05,36,2.27
Dundee City,Pheasant ,0.05,37,2.27
Dundee City,Jackdaw ,0.03,38,1.76
Dundee City,Siskin ,0.02,39,2.33
Dundee City,Grey_wagtail ,0.02,40,2.27
Dundee City,Redpoll ,0.02,41,2.27
Dundee City,Tree_sparrow ,0.02,42,2.27
Dundee City,Treecreeper ,0.02,43,2.27
Dundee City,Waxwing,0.02,44,2.27
Dundee City,Barn_owl ,0.00,45,0.00
Dundee City,Black_redstart,0.00,46,0.00
Dundee City,Brambling ,0.00,47,0.00
Dundee City,Chiffchaff ,0.00,48,0.00
Dundee City,Corn_bunting,0.00,49,0.00
Dundee City,Great_black_backed_gull ,0.00,50,0.00
Dundee City,Green_woodpecker ,0.00,51,0.00
Dundee City,Grey_partridge ,0.00,52,0.00
Dundee City,Jay ,0.00,53,0.00
Dundee City,Kestrel ,0.00,54,0.00
Dundee City,Lapwing,0.00,55,0.00
Dundee City,Lesser_black_backed_gull ,0.00,56,0.00
Dundee City,Little_owl ,0.00,57,0.00
Dundee City,Marsh_tit ,0.00,58,0.00
Dundee City,Meadow_pipit,0.00,59,0.00
Dundee City,Mistle_thrush ,0.00,60,0.00
Dundee City,Moorhen ,0.00,61,0.00
Dundee City,Nuthatch ,0.00,62,0.00
Dundee City,Raven ,0.00,63,0.00
Dundee City,Red_Kite ,0.00,64,0.00
Dundee City,Red_legged_partridge ,0.00,65,0.00
Dundee City,Redwing ,0.00,66,0.00
Dundee City,Reed_bunting ,0.00,67,0.00
Dundee City,Ring_necked_parakeet ,0.00,68,0.00
Dundee City,Rook ,0.00,69,0.00
Dundee City,Skylark,0.00,70,0.00
Dundee City,Stock_dove ,0.00,71,0.00
Dundee City,Tawny_owl ,0.00,72,0.00
Dundee City,Willow_tit ,0.00,73,0.00
East Ayrshire,House_sparrow ,8.30,1,84.89
East Ayrshire,Starling ,7.16,2,67.27
East Ayrshire,Chaffinch ,3.94,3,63.25
East Ayrshire,Blackbird ,2.98,4,94.88
East Ayrshire,Blue_tit ,2.39,5,71.77
East Ayrshire,Jackdaw ,1.72,6,42.02
East Ayrshire,Robin ,1.63,7,95.17
East Ayrshire,Carrion_crow ,1.49,8,43.88
East Ayrshire,Feral_pigeon ,1.32,9,26.16
East Ayrshire,Goldfinch ,1.28,10,24.32
East Ayrshire,Collared_dove ,1.23,11,51.65
East Ayrshire,Rook ,1.14,12,15.48
East Ayrshire,Great_tit ,1.12,13,45.65
East Ayrshire,Magpie ,0.96,14,45.05
East Ayrshire,Dunnock ,0.93,15,41.57
East Ayrshire,Coal_tit ,0.83,16,37.84
East Ayrshire,Woodpigeon ,0.77,17,30.93
East Ayrshire,Siskin ,0.72,18,19.51
East Ayrshire,Long_tailed_tit ,0.68,19,13.81
East Ayrshire,Yellowhammer ,0.45,20,12.05
East Ayrshire,Pheasant ,0.39,21,11.90
East Ayrshire,Greenfinch ,0.39,22,15.32
East Ayrshire,Wren ,0.35,23,27.00
East Ayrshire,Great_spotted_woodpecker ,0.33,24,25.00
East Ayrshire,Redpoll ,0.31,25,9.64
East Ayrshire,Tree_sparrow ,0.31,26,4.76
East Ayrshire,Fieldfare ,0.29,27,3.57
East Ayrshire,Song_thrush ,0.20,28,15.61
East Ayrshire,Pied_wagtail ,0.19,29,13.10
East Ayrshire,Common_gull ,0.14,30,4.76
East Ayrshire,Reed_bunting ,0.12,31,5.95
East Ayrshire,Jay ,0.11,32,5.95
East Ayrshire,Redwing ,0.11,33,2.38
East Ayrshire,Buzzard ,0.10,34,7.14
East Ayrshire,Sparrowhawk ,0.10,35,9.52
East Ayrshire,Nuthatch ,0.07,36,3.57
East Ayrshire,Treecreeper ,0.07,37,4.76
East Ayrshire,Bullfinch ,0.06,38,3.57
East Ayrshire,Mistle_thrush ,0.05,39,3.57
East Ayrshire,Goldcrest ,0.04,40,3.57
East Ayrshire,Grey_heron ,0.04,41,2.38
East Ayrshire,Lesser_black_backed_gull ,0.04,42,2.38
East Ayrshire,Kestrel ,0.02,43,2.38
East Ayrshire,Lesser_spotted_woodpecker ,0.02,44,2.38
East Ayrshire,Linnet ,0.02,45,2.38
East Ayrshire,Mallard ,0.02,46,1.19
East Ayrshire,Willow_tit ,0.01,47,1.19
East Ayrshire,Barn_owl ,0.00,48,0.00
East Ayrshire,Black_headed_gull ,0.00,49,0.00
East Ayrshire,Black_redstart,0.00,50,0.00
East Ayrshire,Blackcap ,0.00,51,0.00
East Ayrshire,Brambling ,0.00,52,0.00
East Ayrshire,Chiffchaff ,0.00,53,0.00
East Ayrshire,Corn_bunting,0.00,54,0.00
East Ayrshire,Great_black_backed_gull ,0.00,55,0.00
East Ayrshire,Green_woodpecker ,0.00,56,0.00
East Ayrshire,Grey_partridge ,0.00,57,0.00
East Ayrshire,Grey_wagtail ,0.00,58,0.00
East Ayrshire,Herring_gull ,0.00,59,0.00
East Ayrshire,Hooded_crow ,0.00,60,0.00
East Ayrshire,Lapwing,0.00,61,0.00
East Ayrshire,Little_owl ,0.00,62,0.00
East Ayrshire,Marsh_tit ,0.00,63,0.00
East Ayrshire,Meadow_pipit,0.00,64,0.00
East Ayrshire,Moorhen ,0.00,65,0.00
East Ayrshire,Raven ,0.00,66,0.00
East Ayrshire,Red_Kite ,0.00,67,0.00
East Ayrshire,Red_legged_partridge ,0.00,68,0.00
East Ayrshire,Ring_necked_parakeet ,0.00,69,0.00
East Ayrshire,Skylark,0.00,70,0.00
East Ayrshire,Stock_dove ,0.00,71,0.00
East Ayrshire,Tawny_owl ,0.00,72,0.00
East Ayrshire,Waxwing,0.00,73,0.00
East Dunbartonshire,House_sparrow ,3.75,1,67.30
East Dunbartonshire,Starling ,3.40,2,52.98
East Dunbartonshire,Woodpigeon ,2.60,3,87.47
East Dunbartonshire,Blue_tit ,2.49,4,81.95
East Dunbartonshire,Blackbird ,2.13,5,88.11
East Dunbartonshire,Chaffinch ,1.83,6,50.53
East Dunbartonshire,Robin ,1.47,7,94.04
East Dunbartonshire,Magpie ,1.37,8,64.68
East Dunbartonshire,Feral_pigeon ,1.32,9,30.40
East Dunbartonshire,Goldfinch ,1.22,10,22.93
East Dunbartonshire,Great_tit ,1.06,11,51.59
East Dunbartonshire,Jackdaw ,1.04,12,30.61
East Dunbartonshire,Carrion_crow ,0.90,13,35.45
East Dunbartonshire,Dunnock ,0.86,14,47.77
East Dunbartonshire,Coal_tit ,0.77,15,39.92
East Dunbartonshire,Long_tailed_tit ,0.68,16,15.07
East Dunbartonshire,Siskin ,0.67,17,21.37
East Dunbartonshire,Collared_dove ,0.55,18,24.84
East Dunbartonshire,Greenfinch ,0.44,19,16.99
East Dunbartonshire,Rook ,0.36,20,11.86
East Dunbartonshire,Bullfinch ,0.30,21,14.41
East Dunbartonshire,Tree_sparrow ,0.22,22,5.93
East Dunbartonshire,Wren ,0.22,23,18.84
East Dunbartonshire,Redpoll ,0.21,24,6.84
East Dunbartonshire,Yellowhammer ,0.19,25,5.93
East Dunbartonshire,Black_headed_gull ,0.16,26,3.39
East Dunbartonshire,Common_gull ,0.16,27,7.63
East Dunbartonshire,Great_spotted_woodpecker ,0.16,28,13.56
East Dunbartonshire,Pheasant ,0.12,29,6.78
East Dunbartonshire,Song_thrush ,0.12,30,10.64
East Dunbartonshire,Herring_gull ,0.11,31,6.78
East Dunbartonshire,Goldcrest ,0.08,32,6.78
East Dunbartonshire,Reed_bunting ,0.07,33,2.56
East Dunbartonshire,Buzzard ,0.07,34,4.24
East Dunbartonshire,Redwing ,0.07,35,1.69
East Dunbartonshire,Sparrowhawk ,0.07,36,6.78
East Dunbartonshire,Fieldfare ,0.06,37,2.54
East Dunbartonshire,Pied_wagtail ,0.06,38,5.93
East Dunbartonshire,Stock_dove ,0.05,39,2.54
East Dunbartonshire,Lesser_spotted_woodpecker ,0.04,40,4.24
East Dunbartonshire,Lesser_black_backed_gull ,0.03,41,2.54
East Dunbartonshire,Mistle_thrush ,0.03,42,1.69
East Dunbartonshire,Treecreeper ,0.03,43,2.54
East Dunbartonshire,Grey_heron ,0.02,44,1.69
East Dunbartonshire,Moorhen ,0.02,45,0.85
East Dunbartonshire,Raven ,0.02,46,0.85
East Dunbartonshire,Blackcap ,0.01,47,0.85
East Dunbartonshire,Brambling ,0.01,48,0.85
East Dunbartonshire,Grey_wagtail ,0.01,49,0.85
East Dunbartonshire,Jay ,0.01,50,0.85
East Dunbartonshire,Mallard ,0.01,51,0.85
East Dunbartonshire,Nuthatch ,0.01,52,0.85
East Dunbartonshire,Barn_owl ,0.00,53,0.00
East Dunbartonshire,Black_redstart,0.00,54,0.00
East Dunbartonshire,Chiffchaff ,0.00,55,0.00
East Dunbartonshire,Corn_bunting,0.00,56,0.00
East Dunbartonshire,Great_black_backed_gull ,0.00,57,0.00
East Dunbartonshire,Green_woodpecker ,0.00,58,0.00
East Dunbartonshire,Grey_partridge ,0.00,59,0.00
East Dunbartonshire,Hooded_crow ,0.00,60,0.00
East Dunbartonshire,Kestrel ,0.00,61,0.00
East Dunbartonshire,Lapwing,0.00,62,0.00
East Dunbartonshire,Linnet ,0.00,63,0.00
East Dunbartonshire,Little_owl ,0.00,64,0.00
East Dunbartonshire,Marsh_tit ,0.00,65,0.00
East Dunbartonshire,Meadow_pipit,0.00,66,0.00
East Dunbartonshire,Red_Kite ,0.00,67,0.00
East Dunbartonshire,Red_legged_partridge ,0.00,68,0.00
East Dunbartonshire,Ring_necked_parakeet ,0.00,69,0.00
East Dunbartonshire,Skylark,0.00,70,0.00
East Dunbartonshire,Tawny_owl ,0.00,71,0.00
East Dunbartonshire,Waxwing,0.00,72,0.00
East Dunbartonshire,Willow_tit ,0.00,73,0.00
East Lothian,House_sparrow ,7.47,1,76.00
East Lothian,Starling ,3.39,2,41.31
East Lothian,Blackbird ,3.14,3,95.31
East Lothian,Blue_tit ,3.09,4,83.10
East Lothian,Chaffinch ,2.76,5,55.40
East Lothian,Woodpigeon ,2.12,6,69.48
East Lothian,Robin ,1.46,7,91.08
East Lothian,Great_tit ,1.27,8,53.52
East Lothian,Goldfinch ,1.25,9,26.18
East Lothian,Collared_dove ,1.22,10,43.90
East Lothian,Tree_sparrow ,1.22,11,24.31
East Lothian,Carrion_crow ,1.05,12,30.92
East Lothian,Feral_pigeon ,1.03,13,23.03
East Lothian,Coal_tit ,0.94,14,46.82
East Lothian,Dunnock ,0.92,15,46.12
East Lothian,Magpie ,0.88,16,42.59
East Lothian,Long_tailed_tit ,0.63,17,12.71
East Lothian,Jackdaw ,0.52,18,19.41
East Lothian,Common_gull ,0.50,19,13.89
East Lothian,Greenfinch ,0.49,20,19.10
East Lothian,Herring_gull ,0.42,21,15.28
East Lothian,Great_spotted_woodpecker ,0.38,22,26.39
East Lothian,Wren ,0.37,23,32.01
East Lothian,Pheasant ,0.31,24,16.67
East Lothian,Bullfinch ,0.26,25,13.19
East Lothian,Nuthatch ,0.18,26,11.81
East Lothian,Black_headed_gull ,0.17,27,4.86
East Lothian,Rook ,0.15,28,6.25
East Lothian,Sparrowhawk ,0.15,29,13.89
East Lothian,Song_thrush ,0.14,30,10.86
East Lothian,Blackcap ,0.10,31,6.94
East Lothian,Pied_wagtail ,0.09,32,3.50
East Lothian,Siskin ,0.08,33,3.47
East Lothian,Buzzard ,0.06,34,3.47
East Lothian,Lesser_black_backed_gull ,0.06,35,2.78
East Lothian,Mallard ,0.06,36,0.69
East Lothian,Redwing ,0.06,37,2.08
East Lothian,Redpoll ,0.04,38,1.39
East Lothian,Jay ,0.03,39,2.08
East Lothian,Yellowhammer ,0.03,40,2.08
East Lothian,Reed_bunting ,0.03,41,1.39
East Lothian,Goldcrest ,0.02,42,2.08
East Lothian,Mistle_thrush ,0.02,43,2.08
East Lothian,Treecreeper ,0.02,44,2.08
East Lothian,Brambling ,0.01,45,1.39
East Lothian,Grey_heron ,0.01,46,1.39
East Lothian,Hooded_crow ,0.01,47,1.39
East Lothian,Lesser_spotted_woodpecker ,0.01,48,1.39
East Lothian,Moorhen ,0.01,49,0.69
East Lothian,Raven ,0.01,50,0.69
East Lothian,Linnet ,0.01,51,0.70
East Lothian,Barn_owl ,0.01,52,0.69
East Lothian,Fieldfare ,0.01,53,0.69
East Lothian,Green_woodpecker ,0.01,54,0.69
East Lothian,Grey_wagtail ,0.01,55,0.69
East Lothian,Kestrel ,0.01,56,0.69
East Lothian,Black_redstart,0.00,57,0.00
East Lothian,Chiffchaff ,0.00,58,0.00
East Lothian,Corn_bunting,0.00,59,0.00
East Lothian,Great_black_backed_gull ,0.00,60,0.00
East Lothian,Grey_partridge ,0.00,61,0.00
East Lothian,Lapwing,0.00,62,0.00
East Lothian,Little_owl ,0.00,63,0.00
East Lothian,Marsh_tit ,0.00,64,0.00
East Lothian,Meadow_pipit,0.00,65,0.00
East Lothian,Red_Kite ,0.00,66,0.00
East Lothian,Red_legged_partridge ,0.00,67,0.00
East Lothian,Ring_necked_parakeet ,0.00,68,0.00
East Lothian,Skylark,0.00,69,0.00
East Lothian,Stock_dove ,0.00,70,0.00
East Lothian,Tawny_owl ,0.00,71,0.00
East Lothian,Waxwing,0.00,72,0.00
East Lothian,Willow_tit ,0.00,73,0.00
East Renfrewshire,Starling ,5.07,1,60.86
East Renfrewshire,House_sparrow ,3.73,2,60.86
East Renfrewshire,Blackbird ,2.45,3,91.67
East Renfrewshire,Blue_tit ,2.20,4,78.29
East Renfrewshire,Woodpigeon ,1.89,5,71.87
East Renfrewshire,Chaffinch ,1.82,6,48.01
East Renfrewshire,Magpie ,1.61,7,69.94
East Renfrewshire,Jackdaw ,1.48,8,40.37
East Renfrewshire,Feral_pigeon ,1.42,9,29.41
East Renfrewshire,Robin ,1.41,10,89.91
East Renfrewshire,Carrion_crow ,1.30,11,37.90
East Renfrewshire,Goldfinch ,1.17,12,22.32
East Renfrewshire,Great_tit ,1.08,13,50.15
East Renfrewshire,Dunnock ,0.96,14,46.48
East Renfrewshire,Collared_dove ,0.79,15,35.47
East Renfrewshire,Coal_tit ,0.77,16,40.37
East Renfrewshire,Fieldfare ,0.67,17,15.12
East Renfrewshire,Rook ,0.53,18,17.44
East Renfrewshire,Bullfinch ,0.49,19,24.42
East Renfrewshire,Siskin ,0.42,20,16.87
East Renfrewshire,Long_tailed_tit ,0.41,21,10.09
East Renfrewshire,Common_gull ,0.40,22,8.14
East Renfrewshire,Redpoll ,0.34,23,11.63
East Renfrewshire,Greenfinch ,0.30,24,13.46
East Renfrewshire,Wren ,0.21,25,16.74
East Renfrewshire,Great_spotted_woodpecker ,0.14,26,11.63
East Renfrewshire,Reed_bunting ,0.13,27,5.81
East Renfrewshire,Song_thrush ,0.11,28,9.95
East Renfrewshire,Herring_gull ,0.09,29,1.16
East Renfrewshire,Mallard ,0.07,30,3.49
East Renfrewshire,Pied_wagtail ,0.07,31,3.49
East Renfrewshire,Brambling ,0.05,32,1.16
East Renfrewshire,Buzzard ,0.03,33,3.49
East Renfrewshire,Goldcrest ,0.03,34,3.49
East Renfrewshire,Grey_heron ,0.03,35,3.49
East Renfrewshire,Mistle_thrush ,0.03,36,3.49
East Renfrewshire,Sparrowhawk ,0.03,37,3.49
East Renfrewshire,Blackcap ,0.02,38,1.16
East Renfrewshire,Kestrel ,0.02,39,2.33
East Renfrewshire,Lesser_spotted_woodpecker ,0.02,40,1.16
East Renfrewshire,Linnet ,0.02,41,1.16
East Renfrewshire,Pheasant ,0.02,42,2.33
East Renfrewshire,Raven ,0.02,43,2.33
East Renfrewshire,Tree_sparrow ,0.02,44,1.16
East Renfrewshire,Yellowhammer ,0.02,45,1.16
East Renfrewshire,Corn_bunting,0.01,46,1.16
East Renfrewshire,Ring_necked_parakeet ,0.01,47,1.16
East Renfrewshire,Treecreeper ,0.01,48,1.16
East Renfrewshire,Barn_owl ,0.00,49,0.00
East Renfrewshire,Black_headed_gull ,0.00,50,0.00
East Renfrewshire,Black_redstart,0.00,51,0.00
East Renfrewshire,Chiffchaff ,0.00,52,0.00
East Renfrewshire,Great_black_backed_gull ,0.00,53,0.00
East Renfrewshire,Green_woodpecker ,0.00,54,0.00
East Renfrewshire,Grey_partridge ,0.00,55,0.00
East Renfrewshire,Grey_wagtail ,0.00,56,0.00
East Renfrewshire,Hooded_crow ,0.00,57,0.00
East Renfrewshire,Jay ,0.00,58,0.00
East Renfrewshire,Lapwing,0.00,59,0.00
East Renfrewshire,Lesser_black_backed_gull ,0.00,60,0.00
East Renfrewshire,Little_owl ,0.00,61,0.00
East Renfrewshire,Marsh_tit ,0.00,62,0.00
East Renfrewshire,Meadow_pipit,0.00,63,0.00
East Renfrewshire,Moorhen ,0.00,64,0.00
East Renfrewshire,Nuthatch ,0.00,65,0.00
East Renfrewshire,Red_Kite ,0.00,66,0.00
East Renfrewshire,Red_legged_partridge ,0.00,67,0.00
East Renfrewshire,Redwing ,0.00,68,0.00
East Renfrewshire,Skylark,0.00,69,0.00
East Renfrewshire,Stock_dove ,0.00,70,0.00
East Renfrewshire,Tawny_owl ,0.00,71,0.00
East Renfrewshire,Waxwing,0.00,72,0.00
East Renfrewshire,Willow_tit ,0.00,73,0.00
East Sussex,House_sparrow ,4.17,1,64.03
East Sussex,Blue_tit ,3.07,2,81.55
East Sussex,Starling ,2.89,3,46.37
East Sussex,Woodpigeon ,2.17,4,75.67
East Sussex,Blackbird ,2.07,5,86.02
East Sussex,Robin ,1.38,6,84.01
East Sussex,Magpie ,1.36,7,61.81
East Sussex,Great_tit ,1.33,8,52.20
East Sussex,Collared_dove ,1.22,9,48.55
East Sussex,Feral_pigeon ,1.11,10,24.48
East Sussex,Chaffinch ,1.02,11,36.60
East Sussex,Jackdaw ,1.01,12,27.23
East Sussex,Carrion_crow ,0.93,13,33.66
East Sussex,Goldfinch ,0.90,14,21.62
East Sussex,Dunnock ,0.82,15,42.55
East Sussex,Herring_gull ,0.76,16,22.44
East Sussex,Long_tailed_tit ,0.53,17,15.64
East Sussex,Coal_tit ,0.41,18,22.72
East Sussex,Nuthatch ,0.39,19,26.60
East Sussex,Greenfinch ,0.37,20,14.97
East Sussex,Great_spotted_woodpecker ,0.36,21,27.58
East Sussex,Wren ,0.34,22,28.26
East Sussex,Common_gull ,0.31,23,7.78
East Sussex,Jay ,0.31,24,20.78
East Sussex,Rook ,0.30,25,5.85
East Sussex,Pheasant ,0.29,26,11.82
East Sussex,Song_thrush ,0.23,27,19.27
East Sussex,Mallard ,0.12,28,1.81
East Sussex,Bullfinch ,0.12,29,6.69
East Sussex,Pied_wagtail ,0.10,30,7.47
East Sussex,Black_headed_gull ,0.07,31,1.87
East Sussex,Blackcap ,0.07,32,6.03
East Sussex,Moorhen ,0.07,33,3.44
East Sussex,Marsh_tit ,0.06,34,3.93
East Sussex,Tree_sparrow ,0.06,35,1.69
East Sussex,Green_woodpecker ,0.05,36,4.82
East Sussex,Redwing ,0.05,37,0.90
East Sussex,Fieldfare ,0.05,38,0.96
East Sussex,Buzzard ,0.05,39,2.90
East Sussex,Sparrowhawk ,0.04,40,4.22
East Sussex,Lesser_spotted_woodpecker ,0.04,41,3.50
East Sussex,Goldcrest ,0.04,42,3.38
East Sussex,Reed_bunting ,0.03,43,1.33
East Sussex,Treecreeper ,0.02,44,2.05
East Sussex,Stock_dove ,0.02,45,1.02
East Sussex,Mistle_thrush ,0.02,46,1.51
East Sussex,Willow_tit ,0.02,47,1.27
East Sussex,Kestrel ,0.02,48,1.45
East Sussex,Grey_heron ,0.02,49,1.45
East Sussex,Grey_wagtail ,0.01,50,1.08
East Sussex,Lesser_black_backed_gull ,0.01,51,0.54
East Sussex,Yellowhammer ,0.01,52,0.78
East Sussex,Siskin ,0.01,53,0.48
East Sussex,Chiffchaff ,0.01,54,0.72
East Sussex,Meadow_pipit,0.01,55,0.18
East Sussex,Red_legged_partridge ,0.01,56,0.18
East Sussex,Tawny_owl ,0.00,57,0.42
East Sussex,Brambling ,0.00,58,0.36
East Sussex,Redpoll ,0.00,59,0.36
East Sussex,Hooded_crow ,0.00,60,0.12
East Sussex,Barn_owl ,0.00,61,0.30
East Sussex,Raven ,0.00,62,0.24
East Sussex,Great_black_backed_gull ,0.00,63,0.12
East Sussex,Ring_necked_parakeet ,0.00,64,0.18
East Sussex,Black_redstart,0.00,65,0.12
East Sussex,Corn_bunting,0.00,66,0.12
East Sussex,Little_owl ,0.00,67,0.06
East Sussex,Red_Kite ,0.00,68,0.06
East Sussex,Grey_partridge ,0.00,69,0.00
East Sussex,Lapwing,0.00,70,0.00
East Sussex,Linnet ,0.00,71,0.00
East Sussex,Skylark,0.00,72,0.00
East Sussex,Waxwing,0.00,73,0.00
East Yorkshire,House_sparrow ,5.31,1,72.36
East Yorkshire,Starling ,4.49,2,56.25
East Yorkshire,Blackbird ,3.72,3,94.63
East Yorkshire,Blue_tit ,2.24,4,75.02
East Yorkshire,Woodpigeon ,2.20,5,74.45
East Yorkshire,Tree_sparrow ,1.65,6,24.52
East Yorkshire,Collared_dove ,1.47,7,57.83
East Yorkshire,Goldfinch ,1.35,8,28.58
East Yorkshire,Chaffinch ,1.30,9,41.83
East Yorkshire,Robin ,1.27,10,80.54
East Yorkshire,Great_tit ,1.26,11,52.10
East Yorkshire,Dunnock ,1.00,12,47.67
East Yorkshire,Feral_pigeon ,0.71,13,19.78
East Yorkshire,Carrion_crow ,0.70,14,25.66
East Yorkshire,Common_gull ,0.66,15,10.35
East Yorkshire,Magpie ,0.60,16,33.30
East Yorkshire,Greenfinch ,0.58,17,20.93
East Yorkshire,Coal_tit ,0.55,18,31.14
East Yorkshire,Long_tailed_tit ,0.54,19,14.90
East Yorkshire,Pheasant ,0.51,20,23.43
East Yorkshire,Rook ,0.49,21,10.19
East Yorkshire,Wren ,0.46,22,38.94
East Yorkshire,Black_headed_gull ,0.40,23,6.52
East Yorkshire,Jackdaw ,0.34,24,11.86
East Yorkshire,Bullfinch ,0.24,25,11.58
