"","dref","datetime_end","y","m","d","h","min","night","id","met_domain_name","src_id","minAT","maxAT","meanAT"
"355",41978,"2014-12-05 09:00",2014,12,5,9,0,TRUE,4045," AWSDLY",516,1.3,4.4,2.85
"356",41978,"2014-12-05 09:00",2014,12,5,9,0,TRUE,4058," NCM",56958,1.5,3.6,2.55
"357",41978,"2014-12-05 09:00",2014,12,5,9,0,TRUE,4065," AWSDLY",529,2.1,5.1,3.6
"358",41978,"2014-12-05 09:00",2014,12,5,9,0,TRUE,4077," AWSDLY",534,2.3,5,3.65
"359",41978,"2014-12-05 21:00",2014,12,5,21,0,FALSE,4036," NCM",513,0.5,5,2.75
"360",41978,"2014-12-05 21:00",2014,12,5,21,0,FALSE,4045," AWSDLY",516,1.4,6.4,3.9
"361",41978,"2014-12-05 21:00",2014,12,5,21,0,FALSE,4058," NCM",56958,0.6,5.3,2.95
"362",41978,"2014-12-05 21:00",2014,12,5,21,0,FALSE,4065," AWSDLY",529,0.9,7,3.95
"363",41978,"2014-12-05 21:00",2014,12,5,21,0,FALSE,4077," AWSDLY",534,1.3,6.9,4.1
"364",41979,"2014-12-06 09:00",2014,12,6,9,0,TRUE,4036," NCM",513,-1.3,1.7,0.2
"365",41979,"2014-12-06 09:00",2014,12,6,9,0,TRUE,4045," AWSDLY",516,-2.5,2,-0.25
"366",41979,"2014-12-06 09:00",2014,12,6,9,0,TRUE,4058," NCM",56958,-0.9,0.8,-0.05
"367",41979,"2014-12-06 09:00",2014,12,6,9,0,TRUE,4065," AWSDLY",529,-0.3,1.5,0.6
"368",41979,"2014-12-06 09:00",2014,12,6,9,0,TRUE,4077," AWSDLY",534,-1.1,1.6,0.25
"369",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4036," NCM",513,1.7,5.7,3.7
"370",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4045," AWSDLY",516,-1.6,6.8,2.6
"371",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4058," NCM",56958,0.6,6.4,3.5
"372",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4065," AWSDLY",529,1.4,8.6,5
"373",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4077," AWSDLY",534,-0.2,7.7,3.75
"374",41979,"2014-12-06 21:00",2014,12,6,21,0,FALSE,4077," AWSDLY",534,-0.3,7.7,3.7
"375",41980,"2014-12-07 09:00",2014,12,7,9,0,TRUE,4036," NCM",513,4.9,8.5,6.7
"376",41980,"2014-12-07 09:00",2014,12,7,9,0,TRUE,4045," AWSDLY",516,6.2,9.3,7.75
"377",41980,"2014-12-07 09:00",2014,12,7,9,0,TRUE,4058," NCM",56958,5.3,8.4,6.85
"378",41980,"2014-12-07 09:00",2014,12,7,9,0,TRUE,4065," AWSDLY",529,7.7,10.1,8.9
"379",41980,"2014-12-07 09:00",2014,12,7,9,0,TRUE,4077," AWSDLY",534,7.2,9.4,8.3
"380",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4036," NCM",513,2,5.1,3.55
"381",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4045," AWSDLY",516,3.1,6.3,4.7
"382",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4058," NCM",56958,1.4,5.6,3.5
"383",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4065," AWSDLY",529,3.6,7.8,5.7
"384",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4077," AWSDLY",534,3.6,7.1,5.35
"385",41980,"2014-12-07 21:00",2014,12,7,21,0,FALSE,4077," AWSDLY",534,3.6,7.2,5.4
"386",41981,"2014-12-08 09:00",2014,12,8,9,0,TRUE,4036," NCM",513,1.1,3.1,2.1
"387",41981,"2014-12-08 09:00",2014,12,8,9,0,TRUE,4045," AWSDLY",516,1.9,3.9,2.9
"388",41981,"2014-12-08 09:00",2014,12,8,9,0,TRUE,4058," NCM",56958,0.9,2.8,1.85
"389",41981,"2014-12-08 09:00",2014,12,8,9,0,TRUE,4065," AWSDLY",529,2.1,4.3,3.2
"390",41981,"2014-12-08 09:00",2014,12,8,9,0,TRUE,4077," AWSDLY",534,1.9,4.5,3.2
"391",41981,"2014-12-08 21:00",2014,12,8,21,0,FALSE,4036," NCM",513,1.1,4.3,2.7
"392",41981,"2014-12-08 21:00",2014,12,8,21,0,FALSE,4045," AWSDLY",516,1.3,5.5,3.4
"393",41981,"2014-12-08 21:00",2014,12,8,21,0,FALSE,4058," NCM",56958,1.1,3.9,2.5
"394",41981,"2014-12-08 21:00",2014,12,8,21,0,FALSE,4065," AWSDLY",529,2.2,5.6,3.9
"395",41981,"2014-12-08 21:00",2014,12,8,21,0,FALSE,4077," AWSDLY",534,2.4,5.9,4.15
"396",41982,"2014-12-09 09:00",2014,12,9,9,0,TRUE,4036," NCM",513,-1.1,2.1,0.5
"397",41982,"2014-12-09 09:00",2014,12,9,9,0,TRUE,4045," AWSDLY",516,-1.6,3,0.7
"398",41982,"2014-12-09 09:00",2014,12,9,9,0,TRUE,4058," NCM",56958,0.5,3.5,2
"399",41982,"2014-12-09 09:00",2014,12,9,9,0,TRUE,4065," AWSDLY",529,-0.5,2.5,1
"400",41982,"2014-12-09 09:00",2014,12,9,9,0,TRUE,4077," AWSDLY",534,-0.3,2.7,1.2
"401",41982,"2014-12-09 21:00",2014,12,9,21,0,FALSE,4036," NCM",513,1.7,9.6,5.65
"402",41982,"2014-12-09 21:00",2014,12,9,21,0,FALSE,4045," AWSDLY",516,2.8,10.4,6.6
"403",41982,"2014-12-09 21:00",2014,12,9,21,0,FALSE,4058," NCM",56958,3.4,9.8,6.6
"404",41982,"2014-12-09 21:00",2014,12,9,21,0,FALSE,4065," AWSDLY",529,1.5,12.1,6.8
"405",41982,"2014-12-09 21:00",2014,12,9,21,0,FALSE,4077," AWSDLY",534,2.2,11.6,6.9
"406",41983,"2014-12-10 09:00",2014,12,10,9,0,TRUE,4036," NCM",513,2,9.6,5.8
"407",41983,"2014-12-10 09:00",2014,12,10,9,0,TRUE,4045," AWSDLY",516,3.1,10.4,6.75
"408",41983,"2014-12-10 09:00",2014,12,10,9,0,TRUE,4058," NCM",56958,1.7,10,5.85
"409",41983,"2014-12-10 09:00",2014,12,10,9,0,TRUE,4065," AWSDLY",529,3.3,12.3,7.8
"410",41983,"2014-12-10 09:00",2014,12,10,9,0,TRUE,4077," AWSDLY",534,4.2,11.5,7.85
"411",41983,"2014-12-10 21:00",2014,12,10,21,0,FALSE,4036," NCM",513,2,4.7,3.35
"412",41983,"2014-12-10 21:00",2014,12,10,21,0,FALSE,4045," AWSDLY",516,3.2,5.8,4.5
"413",41983,"2014-12-10 21:00",2014,12,10,21,0,FALSE,4058," NCM",56958,2,4.5,3.25
"414",41983,"2014-12-10 21:00",2014,12,10,21,0,FALSE,4065," AWSDLY",529,4.1,6.6,5.35
"415",41983,"2014-12-10 21:00",2014,12,10,21,0,FALSE,4077," AWSDLY",534,3.7,6.5,5.1
"416",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4036," NCM",513,0.7,4.3,2.5
"417",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4045," AWSDLY",516,1.5,5.3,3.4
"418",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4058," NCM",56958,0.4,3.6,2
"419",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4058," NCM",56958,0.4,3.8,2.1
"420",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4065," AWSDLY",529,1.7,5.5,3.6
"421",41984,"2014-12-11 09:00",2014,12,11,9,0,TRUE,4077," AWSDLY",534,2.8,5.5,4.15
"422",41984,"2014-12-11 21:00",2014,12,11,21,0,FALSE,4036," NCM",513,1.2,4.2,2.7
"423",41984,"2014-12-11 21:00",2014,12,11,21,0,FALSE,4045," AWSDLY",516,2.4,5.5,3.95
"424",41984,"2014-12-11 21:00",2014,12,11,21,0,FALSE,4058," NCM",56958,1.2,4.2,2.7
"425",41984,"2014-12-11 21:00",2014,12,11,21,0,FALSE,4065," AWSDLY",529,2.6,6.1,4.35
"426",41984,"2014-12-11 21:00",2014,12,11,21,0,FALSE,4077," AWSDLY",534,3.1,5.8,4.45
"427",41985,"2014-12-12 09:00",2014,12,12,9,0,TRUE,4036," NCM",513,0.4,3.1,1.75
"428",41985,"2014-12-12 09:00",2014,12,12,9,0,TRUE,4045," AWSDLY",516,1.3,3,2.15
"429",41985,"2014-12-12 09:00",2014,12,12,9,0,TRUE,4058," NCM",56958,0.9,4.2,2.55
"430",41985,"2014-12-12 09:00",2014,12,12,9,0,TRUE,4065," AWSDLY",529,2.2,4.9,3.55
"431",41985,"2014-12-12 09:00",2014,12,12,9,0,TRUE,4077," AWSDLY",534,1.7,4.3,3
"432",41985,"2014-12-12 21:00",2014,12,12,21,0,FALSE,4036," NCM",513,0.5,2.8,1.65
"433",41985,"2014-12-12 21:00",2014,12,12,21,0,FALSE,4045," AWSDLY",516,1.3,4.4,2.85
"434",41985,"2014-12-12 21:00",2014,12,12,21,0,FALSE,4058," NCM",56958,0.8,2.6,1.7
"435",41985,"2014-12-12 21:00",2014,12,12,21,0,FALSE,4065," AWSDLY",529,2.2,4.8,3.5
"436",41985,"2014-12-12 21:00",2014,12,12,21,0,FALSE,4077," AWSDLY",534,1.6,5.1,3.35
"437",41986,"2014-12-13 09:00",2014,12,13,9,0,TRUE,4036," NCM",513,-1.5,2.5,0.5
"438",41986,"2014-12-13 09:00",2014,12,13,9,0,TRUE,4045," AWSDLY",516,-2.4,3.7,0.65
"439",41986,"2014-12-13 09:00",2014,12,13,9,0,TRUE,4058," NCM",56958,-0.7,2.4,0.85
"440",41986,"2014-12-13 09:00",2014,12,13,9,0,TRUE,4065," AWSDLY",529,-0.1,3.8,1.85
"441",41986,"2014-12-13 09:00",2014,12,13,9,0,TRUE,4077," AWSDLY",534,0,4.1,2.05
"442",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4036," NCM",513,0.2,3.5,1.85
"443",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4036," NCM",513,0.1,3.5,1.8
"444",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4045," AWSDLY",516,-2.1,5.7,1.8
"445",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4058," NCM",56958,-0.8,3.2,1.2
"446",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4065," AWSDLY",529,0.8,5.6,3.2
"447",41986,"2014-12-13 21:00",2014,12,13,21,0,FALSE,4077," AWSDLY",534,-0.1,5.6,2.75
"448",41987,"2014-12-14 09:00",2014,12,14,9,0,TRUE,4036," NCM",513,1.6,4.7,3.15
"449",41987,"2014-12-14 09:00",2014,12,14,9,0,TRUE,4045," AWSDLY",516,2.6,6,4.3
"450",41987,"2014-12-14 09:00",2014,12,14,9,0,TRUE,4058," NCM",56958,2,5.4,3.7
"451",41987,"2014-12-14 09:00",2014,12,14,9,0,TRUE,4065," AWSDLY",529,1.4,6,3.7
"452",41987,"2014-12-14 09:00",2014,12,14,9,0,TRUE,4077," AWSDLY",534,1.5,6.5,4
"453",41987,"2014-12-14 21:00",2014,12,14,21,0,FALSE,4036," NCM",513,4.7,7.3,6
"454",41987,"2014-12-14 21:00",2014,12,14,21,0,FALSE,4045," AWSDLY",516,5.7,7.8,6.75
"455",41987,"2014-12-14 21:00",2014,12,14,21,0,FALSE,4058," NCM",56958,4.9,7.5,6.2
"456",41987,"2014-12-14 21:00",2014,12,14,21,0,FALSE,4065," AWSDLY",529,5.7,9.4,7.55
"457",41987,"2014-12-14 21:00",2014,12,14,21,0,FALSE,4077," AWSDLY",534,5.7,8.7,7.2
"458",41988,"2014-12-15 09:00",2014,12,15,9,0,TRUE,4036," NCM",513,2.5,5.2,3.85
"459",41988,"2014-12-15 09:00",2014,12,15,9,0,TRUE,4045," AWSDLY",516,3.9,6.2,5.05
"460",41988,"2014-12-15 09:00",2014,12,15,9,0,TRUE,4058," NCM",56958,2.7,5.6,4.15
"461",41988,"2014-12-15 09:00",2014,12,15,9,0,TRUE,4065," AWSDLY",529,4.1,7.2,5.65
"462",41988,"2014-12-15 09:00",2014,12,15,9,0,TRUE,4077," AWSDLY",534,3.8,6.4,5.1
"463",41988,"2014-12-15 21:00",2014,12,15,21,0,FALSE,4036," NCM",513,2.7,4.9,3.8
"464",41988,"2014-12-15 21:00",2014,12,15,21,0,FALSE,4045," AWSDLY",516,3,6.8,4.9
"465",41988,"2014-12-15 21:00",2014,12,15,21,0,FALSE,4058," NCM",56958,2.6,5.3,3.95
"466",41988,"2014-12-15 21:00",2014,12,15,21,0,FALSE,4065," AWSDLY",529,3.4,6.1,4.75
"467",41988,"2014-12-15 21:00",2014,12,15,21,0,FALSE,4077," AWSDLY",534,2.2,7.3,4.75
"468",41989,"2014-12-16 09:00",2014,12,16,9,0,TRUE,4036," NCM",513,2.6,4.5,3.55
"469",41989,"2014-12-16 09:00",2014,12,16,9,0,TRUE,4045," AWSDLY",516,4,5.8,4.9
"470",41989,"2014-12-16 09:00",2014,12,16,9,0,TRUE,4058," NCM",56958,2.9,4.5,3.7
"471",41989,"2014-12-16 09:00",2014,12,16,9,0,TRUE,4065," AWSDLY",529,2.5,6.1,4.3
"472",41989,"2014-12-16 09:00",2014,12,16,9,0,TRUE,4077," AWSDLY",534,1.3,6.1,3.7
"473",41989,"2014-12-16 21:00",2014,12,16,21,0,FALSE,4036," NCM",513,3.9,5.2,4.55
"474",41989,"2014-12-16 21:00",2014,12,16,21,0,FALSE,4045," AWSDLY",516,4.8,6.3,5.55
"475",41989,"2014-12-16 21:00",2014,12,16,21,0,FALSE,4058," NCM",56958,3.8,5.1,4.45
"476",41989,"2014-12-16 21:00",2014,12,16,21,0,FALSE,4065," AWSDLY",529,3.9,6.5,5.2
"477",41989,"2014-12-16 21:00",2014,12,16,21,0,FALSE,4077," AWSDLY",534,3.8,7.2,5.5
"478",41990,"2014-12-17 09:00",2014,12,17,9,0,TRUE,4036," NCM",513,4.3,9.3,6.8
"479",41990,"2014-12-17 09:00",2014,12,17,9,0,TRUE,4045," AWSDLY",516,5.3,10.5,7.9
"480",41990,"2014-12-17 09:00",2014,12,17,9,0,TRUE,4058," NCM",56958,4.6,9.2,6.9
"481",41990,"2014-12-17 09:00",2014,12,17,9,0,TRUE,4065," AWSDLY",529,4.7,11.1,7.9
"482",41990,"2014-12-17 09:00",2014,12,17,9,0,TRUE,4077," AWSDLY",534,4.6,11.3,7.95
"483",41990,"2014-12-17 21:00",2014,12,17,21,0,FALSE,4036," NCM",513,9.2,9.9,9.55
"484",41990,"2014-12-17 21:00",2014,12,17,21,0,FALSE,4045," AWSDLY",516,10.2,11.1,10.65
"485",41990,"2014-12-17 21:00",2014,12,17,21,0,FALSE,4058," NCM",56958,9,9.6,9.3
"486",41990,"2014-12-17 21:00",2014,12,17,21,0,FALSE,4065," AWSDLY",529,10.2,11.5,10.85
"487",41990,"2014-12-17 21:00",2014,12,17,21,0,FALSE,4077," AWSDLY",534,9.7,11.9,10.8
"488",41991,"2014-12-18 09:00",2014,12,18,9,0,TRUE,4036," NCM",513,9.7,11.3,10.5
"489",41991,"2014-12-18 09:00",2014,12,18,9,0,TRUE,4045," AWSDLY",516,10.4,12.3,11.35
"490",41991,"2014-12-18 09:00",2014,12,18,9,0,TRUE,4058," NCM",56958,9.4,11.3,10.35
"491",41991,"2014-12-18 09:00",2014,12,18,9,0,TRUE,4065," AWSDLY",529,10.2,12.8,11.5
"492",41991,"2014-12-18 09:00",2014,12,18,9,0,TRUE,4077," AWSDLY",534,10.4,11.7,11.05
"493",41991,"2014-12-18 21:00",2014,12,18,21,0,FALSE,4036," NCM",513,9,11.6,10.3
"494",41991,"2014-12-18 21:00",2014,12,18,21,0,FALSE,4045," AWSDLY",516,10.4,12.6,11.5
"495",41991,"2014-12-18 21:00",2014,12,18,21,0,FALSE,4058," NCM",56958,9.9,11.4,10.65
"496",41991,"2014-12-18 21:00",2014,12,18,21,0,FALSE,4065," AWSDLY",529,12.2,13.1,12.65
"497",41991,"2014-12-18 21:00",2014,12,18,21,0,FALSE,4077," AWSDLY",534,10.5,13,11.75
"498",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4036," NCM",513,4.1,8.9,6.5
"499",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4036," NCM",513,4.1,9,6.55
"500",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4045," AWSDLY",516,5.3,10.4,7.85
"501",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4058," NCM",56958,4.1,9.8,6.95
"502",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4058," NCM",56958,4.1,9.9,7
"503",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4065," AWSDLY",529,5.7,12.4,9.05
"504",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4077," AWSDLY",534,6,10.4,8.2
"505",41992,"2014-12-19 09:00",2014,12,19,9,0,TRUE,4077," AWSDLY",534,6,10.5,8.25
"506",41992,"2014-12-19 21:00",2014,12,19,21,0,FALSE,4036," NCM",513,2.7,5.6,4.15
"507",41992,"2014-12-19 21:00",2014,12,19,21,0,FALSE,4045," AWSDLY",516,4.3,7,5.65
"508",41992,"2014-12-19 21:00",2014,12,19,21,0,FALSE,4058," NCM",56958,3.8,5.3,4.55
"509",41992,"2014-12-19 21:00",2014,12,19,21,0,FALSE,4065," AWSDLY",529,5.2,7.4,6.3
"510",41992,"2014-12-19 21:00",2014,12,19,21,0,FALSE,4077," AWSDLY",534,5.3,7.8,6.55
"511",41993,"2014-12-20 09:00",2014,12,20,9,0,TRUE,4036," NCM",513,4.5,5.7,5.1
"512",41993,"2014-12-20 09:00",2014,12,20,9,0,TRUE,4045," AWSDLY",516,5.8,7.1,6.45
"513",41993,"2014-12-20 09:00",2014,12,20,9,0,TRUE,4058," NCM",56958,4.5,5.8,5.15
"514",41993,"2014-12-20 09:00",2014,12,20,9,0,TRUE,4065," AWSDLY",529,6.4,7.5,6.95
"515",41993,"2014-12-20 09:00",2014,12,20,9,0,TRUE,4077," AWSDLY",534,6,7.5,6.75
"516",41993,"2014-12-20 21:00",2014,12,20,21,0,FALSE,4036," NCM",513,5,6.1,5.55
"517",41993,"2014-12-20 21:00",2014,12,20,21,0,FALSE,4045," AWSDLY",516,6.4,7.6,7
"518",41993,"2014-12-20 21:00",2014,12,20,21,0,FALSE,4058," NCM",56958,5.2,6.4,5.8
"519",41993,"2014-12-20 21:00",2014,12,20,21,0,FALSE,4065," AWSDLY",529,6.6,8.2,7.4
"520",41993,"2014-12-20 21:00",2014,12,20,21,0,FALSE,4077," AWSDLY",534,6.6,8,7.3
"521",41994,"2014-12-21 09:00",2014,12,21,9,0,TRUE,4036," NCM",513,5.1,6.2,5.65
"522",41994,"2014-12-21 09:00",2014,12,21,9,0,TRUE,4045," AWSDLY",516,6.1,7.5,6.8
"523",41994,"2014-12-21 09:00",2014,12,21,9,0,TRUE,4058," NCM",56958,5.1,6.1,5.6
"524",41994,"2014-12-21 09:00",2014,12,21,9,0,TRUE,4065," AWSDLY",529,6.5,7.9,7.2
"525",41994,"2014-12-21 09:00",2014,12,21,9,0,TRUE,4077," AWSDLY",534,6.6,8.1,7.35
"526",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4036," NCM",513,5.5,11.5,8.5
"527",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4045," AWSDLY",516,6.5,12.1,9.3
"528",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4058," NCM",56958,5.9,11,8.45
"529",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4058," NCM",56958,5.8,11,8.4
"530",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4065," AWSDLY",529,7.4,12.7,10.05
"531",41994,"2014-12-21 21:00",2014,12,21,21,0,FALSE,4077," AWSDLY",534,7.3,12.7,10
"532",41995,"2014-12-22 09:00",2014,12,22,9,0,TRUE,4036," NCM",513,10.1,11.6,10.85
"533",41995,"2014-12-22 09:00",2014,12,22,9,0,TRUE,4045," AWSDLY",516,11.1,12.8,11.95
"534",41995,"2014-12-22 09:00",2014,12,22,9,0,TRUE,4058," NCM",56958,10.5,11.4,10.95
"535",41995,"2014-12-22 09:00",2014,12,22,9,0,TRUE,4065," AWSDLY",529,12.4,12.9,12.65
"536",41995,"2014-12-22 09:00",2014,12,22,9,0,TRUE,4077," AWSDLY",534,12.1,13,12.55
"537",41995,"2014-12-22 21:00",2014,12,22,21,0,FALSE,4036," NCM",513,10,11.9,10.95
"538",41995,"2014-12-22 21:00",2014,12,22,21,0,FALSE,4045," AWSDLY",516,11,13.3,12.15
"539",41995,"2014-12-22 21:00",2014,12,22,21,0,FALSE,4058," NCM",56958,9.7,11.7,10.7
"540",41995,"2014-12-22 21:00",2014,12,22,21,0,FALSE,4065," AWSDLY",529,11.7,13.9,12.8
"541",41995,"2014-12-22 21:00",2014,12,22,21,0,FALSE,4077," AWSDLY",534,11.1,14.1,12.6
"542",41996,"2014-12-23 09:00",2014,12,23,9,0,TRUE,4036," NCM",513,9.6,10.7,10.15
"543",41996,"2014-12-23 09:00",2014,12,23,9,0,TRUE,4045," AWSDLY",516,10.7,12,11.35
"544",41996,"2014-12-23 09:00",2014,12,23,9,0,TRUE,4058," NCM",56958,9.5,10.6,10.05
"545",41996,"2014-12-23 09:00",2014,12,23,9,0,TRUE,4065," AWSDLY",529,11,12.5,11.75
"546",41996,"2014-12-23 09:00",2014,12,23,9,0,TRUE,4077," AWSDLY",534,10.9,12.2,11.55
"547",41996,"2014-12-23 21:00",2014,12,23,21,0,FALSE,4036," NCM",513,9.1,10.3,9.7
"548",41996,"2014-12-23 21:00",2014,12,23,21,0,FALSE,4045," AWSDLY",516,9.9,11.3,10.6
"549",41996,"2014-12-23 21:00",2014,12,23,21,0,FALSE,4058," NCM",56958,8.8,10.2,9.5
"550",41996,"2014-12-23 21:00",2014,12,23,21,0,FALSE,4065," AWSDLY",529,10.9,12,11.45
"551",41996,"2014-12-23 21:00",2014,12,23,21,0,FALSE,4077," AWSDLY",534,10.6,12,11.3
"552",41997,"2014-12-24 09:00",2014,12,24,9,0,TRUE,4036," NCM",513,3.1,9.8,6.45
"553",41997,"2014-12-24 09:00",2014,12,24,9,0,TRUE,4045," AWSDLY",516,4.3,10.6,7.45
"554",41997,"2014-12-24 09:00",2014,12,24,9,0,TRUE,4058," NCM",56958,3.3,9.8,6.55
"555",41997,"2014-12-24 09:00",2014,12,24,9,0,TRUE,4065," AWSDLY",529,4.7,11.6,8.15
"556",41997,"2014-12-24 09:00",2014,12,24,9,0,TRUE,4077," AWSDLY",534,4.8,11.4,8.1
"557",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4036," NCM",513,2.9,5.2,4.05
"558",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4045," AWSDLY",516,4.3,6.4,5.35
"559",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4058," NCM",56958,2.9,5.4,4.15
"560",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4065," AWSDLY",529,4.7,7.6,6.15
"561",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4077," AWSDLY",534,5.1,7.1,6.1
"562",41997,"2014-12-24 21:00",2014,12,24,21,0,FALSE,4077," AWSDLY",534,5,7.1,6.05
"563",41998,"2014-12-25 09:00",2014,12,25,9,0,TRUE,4036," NCM",513,2.9,5.1,4
"564",41998,"2014-12-25 09:00",2014,12,25,9,0,TRUE,4045," AWSDLY",516,4,6.2,5.1
"565",41998,"2014-12-25 09:00",2014,12,25,9,0,TRUE,4058," NCM",56958,3.6,5.1,4.35
"566",41998,"2014-12-25 09:00",2014,12,25,9,0,TRUE,4065," AWSDLY",529,4.9,6.9,5.9
"567",41998,"2014-12-25 09:00",2014,12,25,9,0,TRUE,4077," AWSDLY",534,4.1,6.6,5.35
"568",41998,"2014-12-25 21:00",2014,12,25,21,0,FALSE,4036," NCM",513,2.5,5,3.75
"569",41998,"2014-12-25 21:00",2014,12,25,21,0,FALSE,4045," AWSDLY",516,3.9,6.5,5.2
"570",41998,"2014-12-25 21:00",2014,12,25,21,0,FALSE,4058," NCM",56958,2.3,6,4.15
"571",41998,"2014-12-25 21:00",2014,12,25,21,0,FALSE,4065," AWSDLY",529,4.4,7.3,5.85
"572",41998,"2014-12-25 21:00",2014,12,25,21,0,FALSE,4077," AWSDLY",534,4.2,6.9,5.55
"573",41999,"2014-12-26 09:00",2014,12,26,9,0,TRUE,4036," NCM",513,0,2.7,1.35
"574",41999,"2014-12-26 09:00",2014,12,26,9,0,TRUE,4045," AWSDLY",516,0.6,4.1,2.35
"575",41999,"2014-12-26 09:00",2014,12,26,9,0,TRUE,4058," NCM",56958,1.6,3.3,2.45
"576",41999,"2014-12-26 09:00",2014,12,26,9,0,TRUE,4065," AWSDLY",529,0.4,4.5,2.45
"577",41999,"2014-12-26 09:00",2014,12,26,9,0,TRUE,4077," AWSDLY",534,0.9,4.7,2.8
"578",41999,"2014-12-26 21:00",2014,12,26,21,0,FALSE,4036," NCM",513,-0.2,3.7,1.75
"579",41999,"2014-12-26 21:00",2014,12,26,21,0,FALSE,4045," AWSDLY",516,0.3,4.9,2.6
"580",41999,"2014-12-26 21:00",2014,12,26,21,0,FALSE,4058," NCM",56958,-0.6,4.3,1.85
"581",41999,"2014-12-26 21:00",2014,12,26,21,0,FALSE,4065," AWSDLY",529,0.1,4.3,2.2
"582",41999,"2014-12-26 21:00",2014,12,26,21,0,FALSE,4077," AWSDLY",534,1.1,4.6,2.85
"583",42000,"2014-12-27 09:00",2014,12,27,9,0,TRUE,4036," NCM",513,-1.4,1.3,-0.0499999999999999
"584",42000,"2014-12-27 09:00",2014,12,27,9,0,TRUE,4045," AWSDLY",516,0.1,2.2,1.15
"585",42000,"2014-12-27 09:00",2014,12,27,9,0,TRUE,4058," NCM",56958,-1.4,0.7,-0.35
"586",42000,"2014-12-27 09:00",2014,12,27,9,0,TRUE,4065," AWSDLY",529,-0.6,2.1,0.75
"587",42000,"2014-12-27 09:00",2014,12,27,9,0,TRUE,4077," AWSDLY",534,0,2.6,1.3
"588",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4036," NCM",513,-1.2,0.9,-0.15
"589",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4045," AWSDLY",516,0,2.4,1.2
"590",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4058," NCM",56958,-1.2,0.6,-0.3
"591",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4065," AWSDLY",529,-0.2,3.2,1.5
"592",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4077," AWSDLY",534,0.8,4.1,2.45
"593",42000,"2014-12-27 21:00",2014,12,27,21,0,FALSE,4077," AWSDLY",534,0.7,4.1,2.4
"594",42001,"2014-12-28 09:00",2014,12,28,9,0,TRUE,4036," NCM",513,-4.3,0.8,-1.75
"595",42001,"2014-12-28 09:00",2014,12,28,9,0,TRUE,4045," AWSDLY",516,-1.7,1.7,0
"596",42001,"2014-12-28 09:00",2014,12,28,9,0,TRUE,4058," NCM",56958,-0.7,0.5,-0.1
"597",42001,"2014-12-28 09:00",2014,12,28,9,0,TRUE,4065," AWSDLY",529,-1.1,1.7,0.3
"598",42001,"2014-12-28 09:00",2014,12,28,9,0,TRUE,4077," AWSDLY",534,-0.6,1.6,0.5
"599",42001,"2014-12-28 21:00",2014,12,28,21,0,FALSE,4036," NCM",513,-3.3,3.5,0.1
