ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
2016-01-01 09:00, DCNN, 4036, 12, 0, NCM, 513, 1012, 3.8, -.7, -3.5, -3, 151, 1, 1, 1, 2016-01-01 08:56, 0, , , ,
2016-01-01 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 3.9, -.7, -3.5, -3, 1501, 1, 1, 1, 2016-01-01 08:56, 0, , , ,
2016-01-01 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 5, -.7, -5.1, , 1, 1, 1, , 2016-01-01 09:05, 0, , , ,
2016-01-01 09:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 3.5, .1, -1.7, , 1, 1, 1, , 2016-01-01 08:59, 0, , , ,
2016-01-01 09:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 5.5, -.3, -3, , 1, 1, 1, , 2016-01-01 09:06, 0, , , ,
2016-01-01 09:00, DCNN, 4077, 12, 0, AWSDLY, 534, 1012, 5.2, -.2, -2.9, -1.5, 151, 1, 1, 1, 2016-01-01 08:58, 0, , , ,
2016-01-01 09:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 5.3, -.2, -2.9, -1.5, 1501, 1, 1, 1, 2016-01-01 08:58, 0, , , ,
2016-01-01 21:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 4.3, -.1, , , 1, 1, , , 2016-01-01 21:01, 0, , , ,
2016-01-01 21:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 5.2, -.4, , , 1, 1, , , 2016-01-01 21:04, 0, , , ,
2016-01-01 21:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 4.3, -.2, , , 1, 1, , , 2016-01-01 20:59, 0, , , ,
2016-01-01 21:00, DCNN, 4065, 12, 0, AWSDLY, 529, 1012, 5.8, .5, , , 1, 151, , , 2016-01-01 21:08, 0, , , ,
2016-01-01 21:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 5.8, .4, , , 1, 1501, , , 2016-01-01 21:08, 0, , , ,
2016-01-01 21:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 5.8, -.1, , , 1, 1, , , 2016-01-01 20:57, 0, , , ,
2016-01-02 09:00, DCNN, 4036, 12, 0, NCM, 513, 1012, 6.1, 4.4, 2.9, 2.8, 1, 151, 1, 1, 2016-01-02 08:54, 0, , , ,
2016-01-02 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 6.1, 4.3, 2.9, 2.8, 1, 1501, 1, 1, 2016-01-02 08:54, 0, , , ,
2016-01-02 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 7, 5.2, 3.7, , 1, 1, 1, , 2016-01-02 09:03, 0, , , ,
2016-01-02 09:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 6.1, 4.3, 3, , 1, 1, 1, , 2016-01-02 08:56, 0, , , ,
2016-01-02 09:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 7.5, 5.7, 4.3, , 1, 1, 1, , 2016-01-02 09:03, 0, , , ,
2016-01-02 09:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 7.6, 5.7, 4.6, 4.2, 1, 1, 1, 1, 2016-01-02 09:23, 28, , , ,
2016-01-02 21:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 7.2, 6.1, , , 1, 1, , , 2016-01-02 20:54, 0, , , ,
2016-01-02 21:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 8.1, 7, , , 1, 1, , , 2016-01-02 21:03, 0, , , ,
2016-01-02 21:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 7.2, 6.1, , , 1, 1, , , 2016-01-02 20:56, 0, , , ,
2016-01-02 21:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 8.4, 7.5, , , 1, 1, , , 2016-01-02 21:01, 0, , , ,
2016-01-02 21:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 8.5, 7.3, , , 1, 1, , , 2016-01-02 21:01, 0, , , ,
2016-01-03 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 7.1, 4.9, 3.8, 4.5, 1, 1, 1, 1, 2016-01-03 08:56, 0, , , ,
2016-01-03 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 7.9, 5.7, 2.8, , 1, 1, 1, , 2016-01-03 09:02, 0, , , ,
2016-01-03 09:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 7, 4.2, 3.3, , 1, 1, 1, , 2016-01-03 08:58, 0, , , ,
