ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
2014-11-01 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 16.1, 9.9, 8.4, 8.2, 1, 1, 1, 1, 2014-11-01 08:57, 0, , , ,
2014-11-01 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 17.5, 11.1, 7.6, , 6, 6, 6, , 2014-11-01 09:04, 0, , , ,
2014-11-01 09:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 16.3, 10.6, 9.5, , 1, 1, 1, , 2014-11-01 08:58, 0, , , ,
2014-11-01 09:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 16.5, 12.4, 11.6, , 6, 6, 6, , 2014-11-01 09:02, 0, , , ,
2014-11-01 09:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 16.6, 12, 10, 9.9, 6, 6, 6, 6, 2014-11-01 08:59, 0, , , ,
2014-11-01 21:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 13, 11, , , 1, 1, , , 2014-11-01 20:58, 0, , , ,
2014-11-01 21:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 15, 12.4, , , 6, 6, , , 2014-11-01 21:03, 0, , , ,
2014-11-01 21:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 13.3, 10.6, , , 1, 1, , , 2014-11-01 20:56, 0, , , ,
2014-11-01 21:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 15.2, 11.9, , , 6, 6, , , 2014-11-01 21:03, 0, , , ,
2014-11-01 21:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 15.8, 11.7, , , 6, 6, , , 2014-11-01 20:58, 0, , , ,
2014-11-02 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 12.8, 9.7, 8.5, 9, 1, 1, 1, 1, 2014-11-02 08:57, 0, , , ,
2014-11-02 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 14.2, 10.8, 9, , 6, 6, 6, , 2014-11-02 09:03, 0, , , ,
2014-11-02 09:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 12.9, 10.2, 9.3, , 1, 1, 1, , 2014-11-02 08:56, 0, , , ,
2014-11-02 09:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 14.1, 11.5, 10.6, , 6, 6, 6, , 2014-11-02 09:02, 0, , , ,
2014-11-02 09:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 13.6, 12, 10.1, 10.1, 6, 6, 6, 6, 2014-11-02 08:57, 0, , , ,
2014-11-02 21:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 11.2, 6.7, , , 1, 1, , , 2014-11-02 20:58, 0, , , ,
2014-11-02 21:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 13.1, 7.1, , , 6, 6, , , 2014-11-02 21:02, 0, , , ,
2014-11-02 21:00, DCNN, 4058, 12, 1, NCM, 56958, 1011, 11.4, 7.2, , , 1, 1, , , 2014-11-02 20:59, 0, , , ,
2014-11-02 21:00, DCNN, 4065, 12, 1, AWSDLY, 529, 1011, 13, 7, , , 6, 6, , , 2014-11-02 21:04, 0, , , ,
2014-11-02 21:00, DCNN, 4077, 12, 1, AWSDLY, 534, 1011, 12.9, 7.9, , , 6, 6, , , 2014-11-02 20:58, 0, , , ,
2014-11-03 09:00, DCNN, 4036, 12, 1, NCM, 513, 1011, 7.5, 5.7, 4.4, 4.3, 1, 1, 1, 1, 2014-11-03 08:58, 0, , , ,
2014-11-03 09:00, DCNN, 4045, 12, 1, AWSDLY, 516, 1011, 8.7, 6.7, 2.1, , 6, 6, 6, , 2014-11-03 09:04, 0, , , ,
